;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;aguardar;0.00;0.00;0.00;"O ativo mantém tendência macro e secundária de alta, com preço acima da MMS20 ascendente. Contudo, no curto prazo há consolidação após topo em ~230: o preço falhou em renovar máxima, o RSI recuou da zona de sobrecompra e ainda oscila próximo de 60, indicando perda de força compradora; o MACD permanece positivo, porém o histograma vem decrescendo, sinalizando arrefecimento de momentum; as bandas de Bollinger se abriram e o preço trabalha entre média e banda superior, sem oferecer ponto claro de pullback ou rompimento. A combinação de tendência primária favorável, mas sinais de enfraquecimento no curto prazo e relação risco/retorno pouco atrativa na região atual, sugere aguardar ou por novo recuo à MMS20 (~200) ou por rompimento consistente da resistência em 230 para entrada compradora com melhor assimetria.";2020_12_20;0
11;aguardar;0.00;0.00;0.00;"Tendência macro e secundária permanecem de alta, com preço acima da MMS20 ascendente, porém o movimento recente indica perda de momentum: o MACD cruzou a linha de sinal para baixo e o histograma já está levemente negativo, sinalizando desaceleração; o IFR recuou da região de sobrecompra para 55-60, sem oferecer ponto de entrada de sobrevenda; o preço trabalha próximo à banda superior de Bollinger e imediatamente abaixo da resistência recente (~235), reduzindo a relação risco/retorno para novas compras. Ao mesmo tempo, vender contra a tendência principal é imprudente. Portanto, a probabilidade de um pullback até a região de suporte dos 205-200 ou de um rompimento consistente acima de 235 ainda não está clara, sugerindo ficar em observação até que haja: (a) correção até a MMS20/banda média para compra com melhor risco ou (b) rompimento da máxima histórica com volume para retomada do movimento de alta.";2020_12_27;0
12;aguardar;0.00;0.00;0.00;O ativo apresenta tendência de alta clara no horizonte macro e secundário, com topos e fundos ascendentes e preço bem acima da MMS20 fortemente inclinada. Contudo, no curto prazo o preço está esticado: candlesticks próximos da banda superior de Bollinger, RSI em zona de sobrecompra (>70) e início de perda de força no MACD (histograma positivo porém decrescente e linhas aproximando‐se). Essa combinação sugere probabilidade maior de correção ou consolidação de curto prazo do que de continuação imediata do movimento. Nesse contexto, a relação risco/retorno para novas compras é desfavorável e uma venda seria contra a tendência principal. Portanto, a melhor decisão neste momento é aguardar sinal de pullback até suporte relevante (região de 175–180 próxima à MMS20) para buscar compra ou, alternativamente, aguardar sinal claro de reversão antes de qualquer venda.;2020_12_6;0
13;aguardar;0.00;0.00;0.00;O ativo vem de forte tendência de alta nos horizontes macro e secundário, com sucessão de topos e fundos ascendentes e preço bem acima da MMS20, que mantém inclinação positiva. Entretanto, nas últimas sessões formou-se um candle de exaustão junto à máxima histórica (~33,0) e o preço passou a recuar levemente para dentro da Banda de Bollinger, indicando perda momentânea de momentum. O IFR saiu da zona de sobrecompra (>70) e recua para cerca de 65, sinalizando alívio de força compradora, enquanto o MACD permanece positivo porém com redução de histograma, sugerindo desaceleração. A relação risco/retorno para entrar comprado neste nível é desfavorável (stop técnico abaixo de 30,0 e alvo incerto), e vender contra a tendência principal carece de confirmação. Assim, o cenário mais prudente é aguardar ou por um pullback até a região de suporte/20 SMA (≈28,5-30,0) para buscar compra com melhor assimetria, ou por novo rompimento consistente da resistência em 33,0 para retomar entrada a favor da tendência.;2020_1_12;0
14;aguardar;0.00;0.00;0.00;O ativo mantém tendência primária e secundária de alta (topos e fundos ascendentes e preço acima da MMS20 fortemente inclinada), porém apresenta microcorreção: candle de recuo após extremo na banda superior, RSI recuando da zona de sobrecompra para a faixa de 60 e MACD positivo, mas com histograma diminuindo e linhas convergindo. A proximidade com a máxima histórica (~37,0) oferece relação risco/retorno desfavorável para compras imediatas, enquanto a força de alta ainda não foi revertida a ponto de justificar venda. A melhor probabilidade está em aguardar: (i) um pullback mais profundo até a MMS20/antigo suporte em 31-30 ou (ii) novo rompimento confirmado da resistência de 37,00, o que restabeleceria momento comprador.;2020_1_19;0
15;comprar;40.80;48.00;34.90;"Tendência macro, secundária e de curto prazo mantêm topos e fundos ascendentes; preço trabalha acima da MMS20 fortemente inclinada para cima. MACD permanece positivo com linha MACD acima da signal, sugerindo continuidade de momentum comprador. RSI recuou levemente e está abaixo da zona de sobrecompra (≈68), abrindo espaço para novo impulso. Candle-set atual mostra pequena correção dentro da parte superior das Bandas de Bollinger, sem sinal de reversão, caracterizando pullback saudável. A entrada é condicionada ao rompimento da máxima histórica em 40.80, alinhando-se à tendência principal. Stop abaixo do último fundo relevante e da MMS20 em 34.90; alvo projetado em 48.00, próximo à extensão de 161,8% da última perna de alta e região psicológica, proporcionando relação risco/retorno superior a 1:1.";2020_1_26;0
16;aguardar;0.00;0.00;0.00;O ativo mantém tendência macro e secundária de alta (topos e fundos ascendentes), com preço acima da MMS20 fortemente inclinada para cima. Entretanto, no curto prazo surgiram sinais de perda de fôlego: (i) candle de correção após extremo na banda superior de Bollinger, (ii) IFR saiu da zona de sobrecompra (>70) e aponta divergência de baixa, (iii) MACD cruzou para baixo da linha de sinal com histograma negativo, indicando arrefecimento do momento comprador. Como o preço segue distante do suporte dinâmico da MMS20 (~26) e ainda não formou pivô de continuação acima de 31, entrar comprado agora oferece risco-retorno desfavorável, enquanto vender significaria operar contra a tendência predominante. A melhor decisão é aguardar: comprar em pullback próximo à MMS20 ou em rompimento consistente de 31, sempre com stop abaixo do último fundo relevante.;2020_1_5;0
17;aguardar;0.00;0.00;0.00;"Tendência primária e secundária permanecem de alta (topos e fundos ascendentes), mas o preço entrou em congestão entre 48-56 nas últimas semanas, caracterizando micro-lateralidade. O ativo segue acima da MM20, que ainda possui forte inclinação positiva, porém: (1) MACD continua positivo, mas o histograma perde amplitude, indicando desaceleração do impulso comprador; (2) RSI recuou para a zona neutra (~55), sem sobrecompra ou sobrevenda; (3) candles estão no centro das Bandas de Bollinger, distante tanto da banda inferior (boa região de pullback para compra) quanto da superior (ponto típico de realização). A relação risco/retorno não é atrativa nem para compras (longe do suporte de 48-50) nem para vendas (tendência maior ainda de alta). Diante da ausência de confluência forte, o cenário favorece aguardar: comprar apenas em pullback à região de suporte (48-50) ou no rompimento consistente da resistência (56) com aumento de volume.";2020_2_16;0
18;comprar;43.60;50.00;39.90;"Tendência macro, secundária e de curto prazo claramente altistas com topos e fundos ascendentes. Preço trabalha acima da MMS20 fortemente inclinada para cima, reforçando momentum comprador. MACD positivo com linha de sinal abaixo da linha MACD e histograma crescente confirma aceleração de alta. Preço rompeu e segue colado à Banda de Bollinger superior, típico de mercado em expansão de tendência. IFR em sobrecompra (>70) aponta ativo esticado, mas esse comportamento é comum em tendências fortes; risco de correção mitigado por stop abaixo do último fundo relevante (≈39,90). Projeção de alvo em 50,00 utiliza a amplitude do último impulso (36-43) projetada a partir do rompimento, oferecendo relação risco/retorno superior a 2:1.";2020_2_2;0
19;aguardar;0.00;0.00;0.00;Tendência macro e secundária continuam de alta (topos e fundos ascendentes), com o preço acima da MMS20 fortemente inclinada. Contudo, os últimos candles mostram sombras superiores longas na zona de resistência de 66, indicando perda de fôlego. O preço permanece próximo à banda superior de Bollinger após movimento parabólico, sugerindo condição ‘esticada’. O IFR recuou da sobrecompra e oscila em torno de 60-65, sinalizando perda de força compradora sem ainda oferecer ponto de sobrevenda. O MACD segue positivo, mas o histograma vem decrescendo, evidenciando divergência de momento. A confluência de: (i) resistência imediata em 66, (ii) volatilidade elevada e (iii) enfraquecimento de momentum, reduz a relação risco/retorno para compras neste patamar, enquanto a tendência primária de alta desaconselha venda contra a tendência. Dessa forma, o cenário mais prudente é aguardar: a) pullback até a MMS20/região de 52–54 ou b) rompimento consistente de 66 com aumento de volume, antes de posicionar novas operações.;2020_2_23;0
20;aguardar;0.00;0.00;0.00;"O ativo mantém tendência macro e secundária de alta (topos e fundos ascendentes e preço ainda acima da MMS20), porém a microtendência das últimas semanas é de correção, marcada por candles de grande volatilidade e forte sombra superior na máxima histórica (~65), indicando exaustão compradora. O preço trabalha dentro das Bandas de Bollinger, afastando-se da banda superior e aproximando-se do miolo, sinalizando perda de momento. O MACD permanece positivo, mas o histograma cai, sugerindo desaceleração. O IFR recuou da sobrecompra e está em torno de 55–60, região neutra, sem gatilho claro. A confluência indica força de longo prazo, porém sem sinal de retomada ou reversão definido no curto prazo; assim, o risco de entrar agora é elevado em relação ao potencial ganho. Aguarda-se novo gatilho: compra apenas em pullback mais profundo (região 44-46) ou rompimento consistente acima de 55 com volume. Até lá, a probabilidade-risco favorece ficar de fora.";2020_2_9;0
21;aguardar;0.00;0.00;0.00;Apesar da tendência macro e secundária ainda serem de alta (topos e fundos ascendentes nos últimos 6 meses), o ativo entrou em forte micro-tendência de baixa nas últimas semanas, rompendo para baixo a MMS20 – que agora começa a perder inclinação – e fechando fora da banda inferior de Bollinger. O IFR(14) encontra-se em sobrevenda (<30), sugerindo exaustão vendedora, porém o MACD apresenta cruzamento de linha de sinal para baixo e histograma negativo em expansão, indicando que o momentum vendedor permanece dominante. A combinação de preço abaixo da média, MACD fortemente negativo e ausência de sinal claro de reversão (candle de exaustão ou divergência positiva confirmada) eleva o risco de novas quedas ou de um movimento lateral antes de qualquer repique mais consistente. Dessa forma, a melhor postura, segundo a confluência dos fatores, é aguardar um sinal técnico de reversão (ex.: fechamento acima da MMS20 ou divergência evidenciada no MACD/IFR) antes de assumir posição direcional.;2020_3_1;0
22;aguardar;0.00;0.00;0.00;A tendência secundária e de curto prazo passou para baixa (topos e fundos descendentes nas últimas 8-10 semanas) e o preço opera claramente abaixo da MMS20, que exibe inclinação negativa. O MACD segue com histograma profundamente negativo e linhas abertas em território vendedor, sem sinal de cruzamento. Embora o IFR de 14 períodos esteja em sobrevenda (<30) e o candle mais recente tenha retornado de fora para dentro da banda inferior de Bollinger – indicando possível repique técnico – essa divergência ainda não se confirma nos outros indicadores de momento nem rompe níveis de resistência relevantes (a MMS20 na região de 46/48). Nesse contexto, vender agora traz risco de shortar um ativo esticado para baixo, enquanto comprar significa operar contra a tendência predominante sem confirmação de reversão. A melhor relação risco/retorno, portanto, é aguardar: só considerar compra se houver pivô de alta acima da MMS20 ou venda caso o preço repique até 45-48 e forme sinal de fraqueza, situações em que novos parâmetros de entrada, alvo e stop poderão ser definidos com maior probabilidade de acerto.;2020_3_15;0
23;aguardar;0.00;0.00;0.00;"Macro e secundária com topos e fundos descendentes após a máxima em 66, configurando tendência de baixa. Preço segue abaixo da MMS20 inclinada para baixo e ainda dentro da metade inferior das Bandas de Bollinger, evidenciando força vendedora predominante. RSI saiu da região de sobrevenda (<30) mas permanece abaixo de 40, indicando apenas alívio técnico, sem força consistente de compra. MACD segue negativo, com linhas ainda abertas abaixo da linha-zero; histograma reduz a amplitude porém continua em território negativo, mostrando que o momentum baixista apenas desacelera, não se inverte. O candle recente foi de repique mas não superou resistência relevante (faixa 34-36) nem a MMS20. Falta confluência de sinais para compra e o risco de retomada da queda caso perca o fundo recente (~26,50) segue elevado. Assim, a relação risco/retorno para qualquer posição imediata é desfavorável; melhor aguardar quebra decisiva de resistência (para compra) ou novo teste e falha na região de 32-34 (para venda) antes de posicionar.";2020_3_22;0
24;vender;34.40;28.00;38.60;"1) Estrutura de preço: tendência secundária (últimos 3 m) de baixa, com topos e fundos descendentes; micro-rali recente não conseguiu romper a máxima anterior nem a MMS20, sugerindo movimento corretivo dentro de um canal baixista. 2) MMS20: preço trabalha abaixo da média, que está inclinada para baixo – viés vendedor. 3) Bandas de Bollinger: após tocar a banda inferior, o preço retorna ao centro da banda, região que costuma atuar como resistência em mercados de baixa. 4) RSI(14): saiu da sobrevenda, mas permanece abaixo de 50 (≈42), indicando perda de força do repique e ausência de momentum comprador robusto. 5) MACD: linhas ainda negativas; histograma contrai mas continua abaixo de zero, confirmando que o repique é fraco. 6) Confluência: zona dos 34-36 coincide com resistência de preço + média + centro da Bollinger, oferecendo ponto técnico para venda com risco contido. Relação risco/retorno aproximada de 1,6:1 (risco 4,20 vs. alvo 6,40) dentro da direção predominante da tendência.";2020_3_29;0
25;aguardar;0.00;0.00;0.00;"A tendência macro permanece de alta, mas a secundária e a micro inverteram para baixa, com formação de topos descendentes após o pico em 66. O preço opera ligeiramente abaixo da MMS20, que perdeu inclinação positiva, indicando enfraquecimento da força compradora. O MACD encontra-se abaixo da linha zero e com histograma negativo, sugerindo momento vendedor ainda dominante. O IFR está apenas levemente acima da região de sobrevenda (≈35), sem gatilho claro de reversão. Após tocar a banda inferior de Bollinger recentemente, o preço voltou para dentro do canal, posicionando-se entre a média e a banda inferior, zona sem assimetria atrativa para compra ou venda. Entre o suporte crítico em 43–45 e a resistência em 57, o ativo encontra-se num intervalo de indefinição; não há confluência suficiente de sinais para assumir posição com relação risco/retorno favorável. Por isso, a orientação é aguardar um rompimento decisivo (acima de 57 para compra ou abaixo de 43 para venda) antes de considerar nova operação.";2020_3_8;0
26;comprar;40.00;48.00;33.00;O preço voltou a trabalhar acima da MMS20 após fundo ascendente em 30-33, sinalizando virada de curto prazo dentro de um macro ainda altista. O candle recente fechou sobre a média e no miolo das Bandas de Bollinger, enquanto as bandas se estreitam, sugerindo possível expansão em direção à banda superior. RSI (≈60) mostra força compradora, ainda longe da sobrecompra. MACD virou para cima, histograma já positivo e linhas em cruzamento altista, confirmando ganho de momento. Confluência de: retomada da média, suporte consolidado em 33, momentum crescente e ausência de sobrecompra. Entrada no rompimento da máxima em 40, stop abaixo do último fundo relevante (33) e alvo no próximo nível de resistência em 48 oferece relação risco/retorno ≈1,1:1 e segue a probabilidade de continuidade da recuperação.;2020_4_12;0
27;comprar;53.20;60.00;47.80;Preço em micro e secundária de alta, trabalhando acima da MMS20 com inclinação positiva. MACD acima de zero e histograma em expansão reforçam momentum de compra. RSI em 65-67, ainda abaixo da zona de sobrecompra, indicando espaço adicional. Candles rompem resistência anterior de 52, aproximando-se da banda superior de Bollinger sem sinal de exaustão. Entrada no rompimento da máxima recente (53,20), stop abaixo do último fundo ascendente e da MMS20 (47,80) e alvo na próxima resistência relevante (60,00), gerando relação risco/retorno ≈1:1.;2020_4_19;0
28;aguardar;0.00;0.00;0.00;"O ativo apresenta tendência secundária de alta (fundos e topos ascendentes desde o fundo em ~24), mas encontra-se em microconsolidação abaixo da resistência de 52–55. O preço trabalha acima da MMS20, porém sem força de rompimento, enquanto o RSI está próximo da zona de sobrecompra (≈67) e o MACD, apesar de positivo, mostra perda de momentum (histograma decrescente). As Bandas de Bollinger indicam o preço na metade superior do canal, afastado de suporte imediato (44–45) e sem rompimento da banda superior, gerando relação risco/retorno desfavorável tanto para entrada comprada quanto vendida. Assim, não há gatilho técnico claro; a probabilidade favorece esperar definição (rompimento firme de 55 para compra ou recuo à região de suporte para novo sinal).";2020_4_26;0
29;aguardar;0.00;0.00;0.00;"O ativo se encontra em processo de repique dentro de uma tendência secundária de baixa: macro ainda mostra topos e fundos descendentes nos últimos 3 meses; preço trabalha abaixo da MMS20 que segue inclinada para baixo, atuando como resistência dinâmica na região dos 36-38. O RSI saiu da sobrevenda e avança para a zona neutra (≈50), sinalizando apenas perda de força vendedora, não reversão consolidada. O MACD cruzou a linha de sinal para cima, mas permanece negativo, indicando início de recuperação sem confirmação de novo fluxo comprador. As Bandas de Bollinger afunilam e o preço está no miolo, sugerindo equilíbrio provisório e falta de assimetria. A proximidade de forte resistência (mínima anterior perdida e MMS20) somada à ausência de sinal claro de rompimento descarta entrada compradora imediata; por outro lado, não há sinal de venda devido ao momentum de curto prazo em alta. Portanto, a melhor decisão é aguardar rompimento consistente acima de 38 (possível compra) ou perda de 30 (retomada da venda) para montar posição com relação risco/retorno favorável.";2020_4_5;0
30;aguardar;0.00;0.00;0.00;"Embora o ativo mantenha tendência macro e secundária de alta (topos e fundos ascendentes nos últimos 6 e 3 meses) e trabalhe acima da MMS20 ligeiramente inclinada para cima, há sinais de exaustão de curto prazo: 1) região de resistência imediata entre 58-60, onde houve rejeição prévia; 2) MACD positivo, porém com histograma decrescente e linhas prestes a cruzar para baixo, indicando perda de momento; 3) RSI recuou da zona de sobrecompra e encontra-se em torno de 50-55, mostrando força neutra; 4) preço oscilando no terço superior das Bandas de Bollinger sem romper a banda superior, sugerindo consolidação abaixo da resistência. A confluência de resistência forte e enfraquecimento do momento reduz a relação risco/retorno para uma entrada imediata. A melhor estratégia é aguardar novo teste/rompimento convincente dos 58-60 (para compra) ou sinal claro de reversão (para venda), antes de assumir posição.";2020_5_10;0
31;aguardar;0.00;0.00;0.00;"O preço está preso em congestão entre 49,00 (suporte) e 57,00 (resistência), trabalhando sobre a MMS20 levemente ascendente. A tendência secundária segue de alta, porém a microtendência é lateral; topos e fundos recentes são horizontais. O IFR está em zona neutra (~50), não indicando sobrecompra nem sobrevenda. O MACD perde força, com linhas próximas à origem e possível cruzamento de baixa, sinalizando enfraquecimento do momento comprador. As Bandas de Bollinger afunilam, sugerindo equilíbrio e iminente expansão de volatilidade, mas ainda sem direção definida. A falta de confluência forte de sinais e relação risco/retorno desfavorável no meio da faixa justificam aguardar rompimento claro do suporte ou da resistência antes de abrir posição.";2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo mantém tendência macro e secundária de alta, sustentado por topos e fundos ascendentes e preços acima da MMS20 levemente inclinada para cima. Contudo, no curtíssimo prazo há consolidação lateral em faixa estreita (≈52–57), encostando na região de forte resistência próxima a 58–60. O RSI voltou de sobrecompra para a região neutra (60), indicando arrefecimento do momentum. O MACD permanece positivo, porém com histograma em declínio e linhas convergindo, sugerindo perda de força compradora. As Bandas de Bollinger se estreitaram e o preço opera próximo à banda superior sem rompê-la, apontando compressão e possível aumento de volatilidade adiante. A confluência de resistência relevante, momentum enfraquecido e ausência de sinal claro de reversão ou rompimento invalida operações de risco-retorno favorável no momento, sendo mais prudente aguardar definição (breakout acima de 58–60 para compra ou perda de 52 com aumento de volume para venda).;2020_5_24;0
33;comprar;50.00;60.00;44.00;O ativo mantém tendência macro e secundária de alta, com topos e fundos ascendentes. O recuo recente levou o preço exatamente à MMS20 ascendente, que historicamente tem servido de suporte dinâmico. O candle tocou a banda média de Bollinger após ter alcançado a banda superior, configurando pullback dentro de um canal de alta. O MACD permanece em terreno positivo, sinalizando momentum ainda comprador, embora haja perda de força no histograma – típico de correções dentro da tendência. O IFR recuou da região de sobrecompra, aproximando‐se da faixa neutra (≈50), abrindo espaço para novo impulso sem condições de sobrecompra. A confluência de: (1) média de 20 períodos atuando como suporte, (2) tendência de alta predominante, (3) MACD positivo, e (4) IFR aliviado reforça a probabilidade de retomada do movimento altista, justificando entrada compradora com alvo na resistência prévia (≈60) e stop abaixo do último fundo relevante (≈44), proporcionando relação risco/retorno de ~1,6:1.;2020_5_3;0
34;aguardar;0.00;0.00;0.00;O ativo apresenta tendência macro de alta, tendência secundária também ascendente, porém a microtendência nas últimas semanas é lateral, movendo-se entre 53,0 (suporte) e 58,0 (resistência). O preço trabalha levemente acima da MMS20, que perdeu inclinação (sinal de enfraquecimento do momentum). As Bandas de Bollinger estão comprimidas, indicando baixa volatilidade e possível movimento direcional iminente, mas sem definição de sentido. O IFR 14 recuou da zona de sobrecompra e encontra-se em torno de 55, território neutro, sem fornecer gatilho claro. O MACD está próximo da linha zero, com linha rápida ligeiramente abaixo da lenta e histograma levemente negativo, sugerindo momento enfraquecido. Como não há confluência decisiva de força compradora nem vendedora e o preço está exatamente no meio do range, a melhor conduta, sob ótica probabilística, é aguardar rompimento claro de 58,0 (para compra) ou de 53,0 (para venda) antes de tomar posição.;2020_5_31;0
35;aguardar;0.00;0.00;0.00;"Embora a tendência macro e secundária permaneça de alta (topos e fundos ascendentes e preço acima da MMS20 ascendente), o último candle sinaliza forte rejeição compradora após tocar a banda superior de Bollinger. O IFR recuou da zona de sobrecompra, indicando perda de momentum, e o MACD, embora positivo, mostra redução do histograma, sugerindo desaceleração. A configuração atual apresenta risco de correção de curto prazo até a região da MMS20 (≈57) ou suporte próximo a 55, tornando a relação risco/retorno desfavorável tanto para compras precipitadas quanto para vendas contrárias à tendência principal. O cenário de maior probabilidade é um pullback; portanto, recomenda-se aguardar por um sinal mais claro (por exemplo, teste/bounce na MMS20 ou novo pivô de alta) antes de iniciar posição.";2020_6_14;0
