;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;vender;37.60;35.00;39.50;"O ativo perdeu a média móvel de 20 períodos (linha laranja) e a banda central de Bollinger, indicando reversão de curto prazo. O RSI recuou do sobre-comprado e ainda cai, sem sinais de divergência altista, reforçando perda de força compradora. O MACD cruzou para baixo com histograma negativo crescente, sinalizando aceleração da pressão vendedora. Há espaço até a banda inferior de Bollinger (~35,00), que coincide com suporte recente. Portanto, a probabilidade maior é de continuidade da correção; a venda é recomendada em 37,60, com alvo na zona de suporte de 35,00 e stop acima de 39,50 (topo recente e retorno à média), gerando relação risco/retorno de aproximadamente 1:1,3.";2020_12_20;0
11;vender;37.70;35.20;39.50;O ativo perdeu força após topo em 43,40 e vem trabalhando abaixo da média de 20 períodos, acompanhando a banda inferior de Bollinger. A sequência de candles de corpo curto indica consolidação fraca dentro de um movimento de correção maior, com viés de continuação baixista. RSI rompeu a linha de 50 para baixo e estabilizou na região de 40, sinalizando mercado ainda sem sobrevenda mas com momentum negativo. O MACD cruzou para baixo recentemente e o histograma segue se aprofundando no campo negativo, corroborando pressão vendedora. Há espaço até o suporte anterior na faixa de 35,00–35,50, que coincide com a banda inferior. Stop acima de 39,50 protege contra eventual pull-back até a média e máxima recente de correção. O cenário de probabilidades favorece continuidade da correção, justificando operação de venda com risco-retorno adequado.;2020_12_27;0
12;comprar;39.50;42.50;37.50;O ativo rompeu a resistência horizontal em torno de 38,80–39,00 com bom aumento de volatilidade, fechando acima da banda superior de Bollinger e sinalizando expansão de bandas (break-out típico). O RSI segue em zona de força (≈65) sem condição de sobrecompra extrema, indicando espaço para continuidade do movimento. O MACD cruzou para cima da linha de sinal e do eixo zero, reforçando momentum positivo. Como o antigo topo passa a atuar como suporte imediato, o pullback para a região de 39,50 oferece relação risco/retorno favorável. Stop abaixo de 37,50 protege contra possível falha do rompimento (abaixo da média de 20 períodos e do fundo recente). Projeção de alvo em 42,50 deriva da amplitude do retângulo de consolidação anterior (~4,00) somada ao ponto de rompimento.;2020_12_6;0
13;comprar;39.20;41.00;38.00;O preço permanece acima da média curta e da banda média de Bollinger, caracterizando viés altista. As bandas, que vinham comprimidas, começam a se abrir para cima, sugerindo possível expansão de volatilidade na direção da tendência. O RSI voltou a subir a partir da região de 50, sem entrar em sobrecompra, indicando renovação da força compradora. O MACD está acima da linha zero, com sinal de possível novo cruzamento positivo, reforçando a leitura de continuidade do movimento. Com entrada em 39,20, stop ajustado à região da média e da banda central em 38,00 (proteção de ~3%), e objetivo na zona de resistência/banda superior em 41,00 (~4,6%), obtém-se relação risco-retorno favorável (>1,5), justificando recomendação de compra.;2020_1_12;0
14;aguardar;0.00;0.00;0.00;O preço segue em tendência de alta, colado à banda superior de Bollinger e com expansão das bandas, indicando força compradora. Entretanto, o RSI já opera na faixa de sobrecompra (próximo a 70) e apresenta divergência de baixa (topos descendentes no RSI contra topos ascendentes no preço), sinalizando possível exaustão. O MACD permanece positivo, mas o histograma perdeu inclinação, sugerindo desaceleração do momentum. Falta confirmação de reversão para venda, mas o risco-retorno para novas compras é desfavorável no patamar atual. Portanto, a leitura técnica favorece aguardar um recuo ou novo sinal de força antes de abrir posição.;2020_1_19;0
15;aguardar;0.00;0.00;0.00;"O ativo segue em tendência primária de alta (topos e fundos ascendentes acima da média de 20 períodos), porém o candle mais recente deixou um forte sinal de exaustão: long upper shadow seguido de candle de corpo amplo negativo, configurando um padrão de reversão (bearish engulfing) exatamente na banda superior de Bollinger.  
• RSI ainda em zona de sobrecompra (>60) mas apontando para baixo e sem renovar máxima, sugerindo divergência de momentum.  
• MACD mantém linha/trigger acima de zero, mas o histograma perde força ― risco de cruzamento baixista.  
• Apesar do viés majoritariamente comprador, o conjunto indica probabilidade maior de correção de curto prazo até a média de 20 períodos ou banda média (~38,50-39,00).  
Diante do conflito entre tendência (alta) e sinais de exaustão (curto prazo), o risco-retorno para novas posições está desfavorável. Aguardaria: (a) pullback e sinal de força na região de 38,50-39,00 para retomar compras, ou (b) rompimento confirmado acima de 41,15 com volume para continuidade da tendência. Enquanto isso, manter posição neutra.";2020_1_26;0
16;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de alta de curto prazo (mínimas e médias ascendentes), porém os principais osciladores sinalizam perda de fôlego: 1) o RSI recuou de região de sobrecompra (próx. a 70) para abaixo de 60, configurando leve divergência de baixa; 2) o MACD está com as linhas praticamente sobrepostas e o histograma voltou a zero, sugerindo possível cruzamento vendedor; 3) o preço encontra-se próximo da banda superior de Bollinger, mas sem força para rompê-la, enquanto as bandas começam a estreitar, indicando redução de volatilidade e possível consolidação. Assim, apesar de a estrutura ainda ser positiva, o momento não oferece relação risco/retorno atrativa nem sinal claro de reversão. Oportunidades mais assimétricas surgem caso haja: (a) rompimento consistente acima de ~40,10 com volume, ou (b) recuo até a média de 20 períodos/banda central (~38,00) com sinais de retomada de compra. Até que um desses gatilhos ocorra, o cenário mais prudente é aguardar.";2020_1_5;0
17;vender;36.90;35.00;38.50;"O ativo encontra-se em clara tendência de baixa: 1) as cotações seguem abaixo da média móvel de 20 períodos e aderidas à banda inferior de Bollinger, sinalizando continuidade do movimento vendedor; 2) o MACD está negativo, com linhas abertas em direção descendente e histograma ampliando, indicando aceleração da força vendedora; 3) o RSI opera em região de sobrevenda, porém ainda sem divergência ou inflexão que sugira reversão. O risco de repique técnico existe, mas a ausência de sinal de reversão e a configuração dos indicadores favorecem a operação short. A entrada proposta em R$ 36,90 (próximo ao fechamento atual) busca capturar a continuidade da pressão vendedora até a região de suporte em R$ 35,00, onde passa o fundo anterior e banda inferior projetada. O stop é colocado em R$ 38,50, acima do candle de consolidação recente e da média de 20 períodos, inviabilizando o cenário baixista caso seja acionado.";2020_2_16;0
18;aguardar;0.00;0.00;0.00;O ativo perdeu a média de 20 períodos com uma barra de forte amplitude, fechando fora da banda inferior de Bollinger e quebrando a região de suporte em torno de 38,00. O RSI está em zona de sobrevenda (<30), sugerindo condição de exaustão, mas ainda sem configuração de fundo ou divergência altista. O MACD segue com as linhas abertas para baixo e histograma em aceleração negativa, indicando que o ímpeto vendedor continua. A combinação de forte momentum baixista e ausência de padrão claro de reversão torna arriscado entrar comprado, enquanto o risco-retorno para novas vendas é desfavorável devido à extensão do movimento. Assim, a probabilidade mais equilibrada é aguardar um sinal de reversão (ex.: candle de força compradora, divergência de RSI ou convergência do MACD) ou um pullback para retomar vendas com melhor relação risco-retorno.;2020_2_2;0
19;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de baixa bem definida: cotações abaixo da média móvel de 20 períodos (em declínio) e aderentes à banda inferior de Bollinger, que se abre indicando aumento de volatilidade na queda. O RSI está em região de sobrevenda (<30), mas sem divergência altista clara — apenas uma leve acomodação que não configura sinal de reversão confiável. O MACD permanece negativo, com linhas afastadas e histograma aprofundando-se, sem corte de alta iminente. Os últimos candles mostram perda de força vendedora (corpos menores), porém ainda não há padrão de reversão confirmado (ex.: martelo, engulfing ou inside bar rompido). Diante da predominância de sinais baixistas e da ausência de gatilho técnico claro, o cenário de maior probabilidade é de continuação ou consolidação da queda; portanto, o risco de entrada supera o potencial de ganho neste momento. A recomendação, assim, é aguardar novo sinal de reversão ou retomada de força compradora antes de posicionar-se.";2020_2_23;0
20;aguardar;0.00;0.00;0.00;O ativo perdeu a média móvel de 20 períodos e trabalha abaixo da banda média de Bollinger, caracterizando quebra da tendência de alta e início de topos e fundos descendentes. Apesar de o RSI estar em região de sobrevenda (≈30), ainda não há divergência positiva nem cruzamento para cima, sinalizando que a pressão vendedora persiste. O MACD encontra-se abaixo da linha de sinal e da linha zero, com histograma ainda negativo — não há cruzamento comprador. O candle de reação após a forte queda falhou em recuperar a zona de gap e gera apenas um repique técnico dentro de estrutura potencialmente de continuação baixista (bear flag). Sem confirmação de reversão (fechamento acima de 39,8) ou rompimento de suporte (perda de 36,8) que ofereça relação risco/retorno clara, a posição mais prudente é aguardar novo sinal técnico antes de entrar comprado ou vendido.;2020_2_9;0
21;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de baixa acentuada: (i) as últimas barras rompem a banda inferior de Bollinger, sinalizando forte pressão vendedora e expansão de volatilidade; (ii) o RSI está abaixo de 30 e ainda apontado para baixo, mostrando condição de sobrevenda sem sinal claro de reversão; (iii) o MACD encontra-se negativo, com as linhas divergindo e o histograma ampliando novas mínimas, evidenciando manutenção do momentum vendedor. Embora o candle mais recente exiba longa sombra inferior (possível martelo), não há confirmação de reversão (precisaria de fechamento acima da máxima anterior e retomada da média curta). Vender agora implica risco elevado de repique técnico; comprar antecipadamente carece de evidência de força compradora. Assim, a relação risco/retorno não favorece abertura de posição; o cenário mais prudente é aguardar um sinal técnico mais claro (ex.: fechamento acima da média de 20 dias ou reversão positiva no MACD/RSI).";2020_3_1;0
22;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de baixa, caracterizada por topos e fundos descendentes e preço abaixo da média móvel de 20 períodos (linha central das Bandas de Bollinger). O candle mais recente foi um forte repique após ter violado a banda inferior, mas o movimento ainda configura apenas um alívio técnico: 
• Bollinger: retorno para dentro da banda inferior é típico de pullback em tendência de baixa, não sendo, por si só, sinal de reversão. 
• RSI: saiu da zona de sobrevenda, porém permanece abaixo de 50, indicando que a força compradora ainda não retomou o controle. 
• MACD: linhas e histograma continuam negativos; não houve cruzamento de alta, sinalizando que o momentum baixista persiste. 
Diante da predominância de sinais de baixa e ausência de confirmação de reversão, a probabilidade maior é de continuidade da tendência ou consolidação. Recomenda-se aguardar um fechamento claro acima da média de 20 períodos (≈ 35,00/35,50) e um cruzamento altista no MACD para, então, avaliar entrada compradora; ou aguardar novo sinal de fraqueza para vendas a descoberto. Enquanto nenhum desses gatilhos se concretizar, o risco-retorno é desfavorável para qualquer posição imediata.";2020_3_15;0
23;aguardar;0.00;0.00;0.00;1) Tendência primária segue de baixa, com topos e fundos descendentes e candles negociando abaixo da média curta de 20 períodos e colados à banda inferior de Bollinger. 2) RSI permanece em região de sobrevenda (<30) e ainda não superou a linha dos 50 pontos, o que indicaria mudança de momentum. 3) MACD continua negativo e abaixo da linha de sinal, sem cruzamento altista confirmado, reforçando a pressão vendedora. 4) Embora exista uma leve divergência altista (novo fundo de preço não acompanhado por novo fundo no RSI/MACD), o sinal ainda não foi validado por candle de reversão ou aumento de volume. Diante do conjunto de evidências, a probabilidade de continuação da tendência de baixa ainda é maior que a de reversão imediata. Portanto, a postura mais prudente é aguardar a formação de um gatilho técnico claro (ex.: fechamento acima da média de 20 períodos ou cruzamento altista do MACD) antes de assumir posição.;2020_3_22;0
24;aguardar;0.00;0.00;0.00;O ativo ainda se encontra em tendência primária de baixa, negociando abaixo da média móvel de 20 períodos (linha laranja) e dentro da banda inferior das Bollinger. Embora haja reação compradora com candle de reversão próximo ao suporte de ~29,00 e RSI saindo da região de sobrevenda (subiu de <30 para ~45), o movimento caracteriza-se como repique técnico. O MACD continua negativo, apenas iniciando convergência — sem cruzamento efetivo da linha de sinal. A perda de força vendedora é sinal de possível alívio, porém não há confirmação de reversão: • não houve fechamento acima da média de 20P nem rompimento de topos prévios (~33,20). • o risco-retorno para compra (entrada ~32,20, stop <28,80, alvo ~34,50) é inferior a 1:1, tornando a operação pouco atrativa. • para venda, o ponto ideal seria um pullback até a média, que ainda não ocorreu. Diante do cenário de transição (bear market + repique), a postura mais prudente é aguardar definição: compra válida somente após fechamento acima da média de 20P e do topo recente (~33,20), ou venda em pullback falhado perto da média. Até lá, manter posição neutra preserva capital.;2020_3_29;0
25;aguardar;0.00;0.00;0.00;"O ativo vem de uma forte pernada de baixa que levou o preço para fora da banda inferior de Bollinger, gerando um repique técnico. Apesar do candle de reversão (martelo) e do leve avanço subsequente, o preço continua abaixo da média curta (20 períodos) e da banda central, qualquer movimento ainda ocorre dentro de um canal de baixa. O RSI apenas saiu da região de sobrevenda, mas não superou a linha de 50, enquanto o MACD segue negativo — apenas ensaiando o cruzamento de linha de sinal, sem confirmação. Esses sinais sugerem alívio de queda e não inversão de tendência. Entradas compradas teriam baixo índice-risco-retorno neste ponto; posições vendidas perderam timing porque o oversold foi aliviado. O cenário mais prudente é aguardar fechamento acima da média de 20 p (≈36,00) com MACD cruzado ou um novo teste de fundo para avaliar divergência positiva, antes de assumir posição.";2020_3_8;0
26;aguardar;0.00;0.00;0.00;O ativo vem de um repique forte após tocar a banda inferior de Bollinger e já se encontra na banda superior, sugerindo exaustão de curto prazo. O RSI superou a zona de 70, indicando condição de sobrecompra. Embora o MACD esteja cruzado para cima e confirme força compradora, o preço ainda trabalha abaixo da antiga região de resistência em ~36,00–36,50, onde houve forte venda no passado recente. A relação risco/retorno para entrar agora é desfavorável: depois de um rali de mais de 15% a partir do fundo, o stop técnico ficaria distante (abaixo da média de 20 períodos, ~32,80) e o alvo inicial (rompimento consistente acima de 36,50) ainda não foi confirmado. Dessa forma, a maior probabilidade no momento é de consolidação ou correção antes de nova perna de alta. Recomenda-se aguardar um pullback até a média/banda central ou o rompimento claro da resistência com volume para avaliar compra com melhor relação risco-retorno.;2020_4_12;0
27;comprar;36.50;40.80;33.90;O candle de fechamento ultrapassa a média de 20 períodos e encosta na banda superior de Bollinger, indicando expansão de volatilidade e retomada de tendência de alta. O MACD exibe cruzamento de linha de sinal para cima, com histograma crescente e ambos osciladores acima da linha zero – configuração típica de início de fase impulsiva. O RSI rompeu a faixa de 60 e se mantém em região de força compradora, confirmando momentum. Apesar de próximo da zona de sobrecompra, ainda não há divergência de baixa nem candle de exaustão, sugerindo probabilidade maior de continuação do movimento. O stop-loss é posicionado abaixo do último fundo de curto prazo e da média de 20 (33,90), protegendo contra eventual retorno ao canal anterior. O alvo se dá na região de antigo topo e resistência psicológica (≈ 40,80), oferecendo relação risco-retorno próxima de 1,4:1.;2020_4_19;0
28;aguardar;0.00;0.00;0.00;"O ativo vem de forte repique após fundo em ~29,50 e trabalha dentro de um canal de alta de curtíssimo prazo. A cotação está colada à banda superior de Bollinger e 9% acima da média de 20 períodos, sinal de movimento já esticado. O RSI ficou sobrecomprado (> 70) e começa a lateralizar, sugerindo perda momentânea de força compradora. Apesar disso, o MACD segue cruzado para cima e o histograma ainda é positivo, o que desencoraja venda a descoberto. Com risco-retorno atual desfavorável para novas compras e ausência de gatilho claro para venda, o melhor cenário, sob ótica probabilística, é aguardar: • nova correção até a média/banda média (~34,50) para buscar compra com relação risco-retorno mais atraente; ou • rompimento consistente da resistência em 38,00/39,00 para reavaliar entrada na ponta compradora. Assim, recomenda-se ficar de fora neste momento.";2020_4_26;0
29;comprar;33.20;35.80;30.90;"A operação se sustenta em quatro evidências gráficas: (1) possível fundo duplo na região dos 29,00, com o segundo fundo acompanhado de divergência de alta no RSI, sinalizando perda de força vendedora; (2) candle de rompimento e fechamento acima da média móvel de 20 períodos, abrindo espaço para busca da banda superior de Bollinger (~35,50-36,00); (3) cruzamento de alta do MACD com histograma migrando para terreno positivo, confirmando ganho de momento comprador; (4) RSI já acima de 50 em inclinação ascendente, típico de transição para um regime de força compradora. O stop-loss foi posicionado pouco abaixo do fundo recente e da banda inferior de Bollinger, enquanto o alvo coincide com a próxima resistência horizontal e a banda superior, oferecendo relação risco/retorno de aproximadamente 1:1,3.";2020_4_5;0
30;vender;36.50;34.00;38.00;O papel apresentou topo recente na região de 39,0/39,5 e iniciou correção com três candles de corpo cheio, movimento que recolocou os preços sobre a média móvel de 20 períodos (linha laranja). Há divergência de baixa: enquanto o preço marcou novo topo, o RSI fez topo mais baixo e já rompeu a linha dos 70, indicando perda de força compradora. O MACD vem entregando barras de histograma decrescentes e está prestes a cruzar a linha de sinal, reforçando a exaustão do impulso de alta. Caso perca a zona dos 36,6/36,4 (abaixo da média e fundo intradiário mais recente), aumenta a probabilidade de busca pela banda inferior de Bollinger, hoje em torno de 34,0 – alvo projetado. O stop-loss fica acima de 38,0, nível onde o padrão de reversão seria invalidado. A relação risco/retorno estimada é favorável (~1:1,6) e justifica a venda sob a ótica probabilística.;2020_5_10;0
31;vender;37.80;34.50;39.50;O preço perdeu força após a forte recuperação: 1) RSI rompeu abaixo dos 50 pontos e faz topos descendentes, indicando enfraquecimento do momentum comprador. 2) MACD realizou cruzamento de linha de sinal para baixo, com histograma já negativo, sinalizando provável reversão de curto prazo. 3) As Bandas de Bollinger estreitaram‐se e o ativo trabalha próximo à média central, sem conseguir renovar o topo anterior (~39,50), configurando possível distribuição. 4) A relação risco/retorno do trade vendedor é favorável: venda na região de 37,80, alvo na banda inferior/projeção de suporte em 34,50 (≈-8,7%), com stop técnico acima do topo recente em 39,50 (≈+4,5%). Esses fatores aumentam a probabilidade de correção, justificando a posição vendida.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo encontra-se em fase de consolidação após forte recuperação. Os preços lateralizam na metade superior das Bandas de Bollinger, que começam a estreitar, sugerindo contração de volatilidade sem direção definida. O RSI recuou do sobrecomprado e oscila próximo a 50, sinalizando equilíbrio entre força compradora e vendedora. O MACD perdeu inclinação, o histograma já entrou em terreno negativo e existe cruzamento iminente/recente das linhas, indicando perda de momentum de alta. Como não há rompimento claro de resistência (~38,50) nem perda de suporte relevante (~36,00), o cenário apresenta relação risco/retorno pouco favorável para compras ou vendas a descoberto. Aguardar um breakout (acima de 38,50) ou breakdown (abaixo de 36,00) com confirmação de volume/momentum aumenta a probabilidade de sucesso do trade.;2020_5_24;0
33;aguardar;0.00;0.00;0.00;O preço chegou próximo à banda superior de Bollinger após forte rali de curto prazo, com candles de exaustão e leve correção. O RSI saiu da região de sobrecompra (>70) e faz topos descendentes, indicando perda de força compradora. O MACD permanece positivo, porém o histograma diminui, sinalizando desaceleração do momentum. Esses fatores aumentam a probabilidade de consolidação ou recuo até a média móvel/banda média (~35,50-36,00) antes de novo movimento direcional. Logo, o risco-retorno para novas entradas de compra é desfavorável neste momento, e não há sinal claro de reversão que justifique venda. Aguardaria confirmação de pullback saudável ou novo pivô de alta para considerar compras, ou perda de suporte e cruzamento negativo do MACD para avaliar vendas.;2020_5_3;0
34;aguardar;0.00;0.00;0.00;O preço encontra-se em congestão lateral abaixo da resistência (~38,50), tocando a banda superior de Bollinger sem força para romper. A média curta está achatada, indicando ausência de tendência definida. O RSI saiu da região de sobrecompra, oscila em torno de 55 e não confirma força compradora. O MACD cruzou para baixo e o histograma permanece negativo, sugerindo perda de momento. Com sinais mistos e falta de rompimento, o cenário favorece a neutralidade até que haja quebra clara acima de 38,50 (compras) ou abaixo de 37,00 (vendas).;2020_5_31;0
35;vender;34.20;31.00;36.00;O ativo perdeu a banda inferior de Bollinger com forte vela de corpo amplo, indicando aceleração vendedora. A média móvel de 20 períodos está apontada para baixo e atuando como resistência dinâmica. O MACD está abaixo da linha zero, com a linha MACD cruzada para baixo da signal e barra do histograma ampliando-se, sugerindo continuação da tendência de baixa. Embora o RSI esteja em região de sobrevenda (<30), não há sinal de divergência ou reversão, o que reduz a probabilidade de repique imediato. O cenário de maior probabilidade, portanto, é de extensão do movimento descendente até o suporte próximo a 31,00. O stop é posicionado acima de 36,00, região que superaria a média de 20 e invalidaria o setup.;2020_6_14;0
36;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de baixa: preços estão abaixo da média móvel de 20 períodos e se movimentam próximo à banda inferior de Bollinger, com as bandas ainda abertas (volatilidade de queda). O RSI permanece em região de sobrevenda (<30) e, embora tenha feito leve inflexão para cima, ainda não superou a linha dos 30 pontos nem formou divergência clara. O MACD está negativo, com histograma baixista e sem cruzamento de médias para cima. Falta um candle de reversão ou rompimento de resistência que confirme força compradora. Dessa forma, o cenário favorece continuidade ou consolidação da queda; a relação risco-retorno não é favorável nem para compras nem para vendas adicionais neste momento. A recomendação, portanto, é aguardar sinal mais claro antes de assumir posição.";2020_6_21;0
37;aguardar;0.00;0.00;0.00;"O ativo encontra-se em tendência de baixa: preços sustentadamente abaixo da média móvel de 20 períodos (linha laranja) e encostados na banda inferior de Bollinger, com abertura das bandas indicando aumento de volatilidade vendedora. O RSI está abaixo de 30, caracterizando condição de sobrevenda, mas ainda sem divergência altista clara nem retorno acima de 30 que valide repique. O MACD segue negativo; embora o histograma reduza a amplitude, a linha MACD não cruzou a linha de sinal, logo não há confirmação de perda de momentum suficiente para reverter. Nesse cenário, a probabilidade de continuação da queda ainda é relevante, mas o risco de entrar vendido em região de forte sobrevenda também é elevado, enquanto uma compra configuraria ‘faca caindo’. Assim, a melhor relação risco/retorno neste momento é aguardar sinal técnico mais confiável (ex.: candle de reversão + divergência de RSI/MACD ou retorno do preço à média).";2020_6_28;0
38;vender;35.60;33.00;37.20;O ativo voltou a trabalhar abaixo da média móvel de 20 períodos (linha laranja) e na metade inferior das Bandas de Bollinger, sinalizando retomada de força vendedora. O RSI perdeu a região de 50 e segue apontando para baixo, sem sinais de sobrevenda, o que sugere espaço para mais queda. O MACD cruzou para venda e o histograma aprofunda‐se em terreno negativo, reforçando o viés baixista. A perda do suporte recente em 35,60 rompe a consolidação de curto prazo, aumentando a probabilidade de extensão do movimento até a próxima zona de demanda em torno de 33,00. O stop técnico fica acima de 37,20, onde o preço recuperaria a média de 20 períodos e invalidaria o cenário de continuação da tendência de baixa.;2020_6_7;0
