;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;aguardar;0.00;0.00;0.00;O ativo permanece em tendência primária de alta, sustentado acima da média móvel de 20 períodos e com as Bandas de Bollinger ainda abertas, indicando força compradora estrutural. Entretanto, no último movimento de topo houve formação de divergência baixista: o preço fez novo topo enquanto o RSI formou topo mais baixo e iniciou inclinação descendente. Paralelamente, o histograma do MACD perde amplitude e as linhas se aproximam de cruzamento negativo, sugerindo perda de momentum. A relação risco-retorno para entradas compradas na região atual é desfavorável, pois seria necessário posicionar o stop abaixo da média de 20 (≈-10% a partir do fechamento), enquanto o alvo provável encontra-se limitado pelo topo anterior. Já a venda a descoberto carece de confirmação de rompimento da média ou de cruzamento efetivo do MACD. Dessa forma, a probabilidade de whipsaw é elevada. Recomenda-se aguardar: 1) rompimento convincente do topo com aumento de volume para compra, ou 2) quebra da média de 20 períodos para venda/ajuste de posição.;2020_12_20;0
11;aguardar;0.00;0.00;0.00;O ativo segue em tendência principal de alta (candles acima da média móvel de 20 períodos e banda média ascendente), porém os sinais de curto prazo indicam perda de fôlego. O RSI deixou a zona de sobrecompra (>70) e forma topos descendentes, sugerindo enfraquecimento do momentum comprador. O MACD ainda positivo, mas com histograma decrescente e linhas convergindo para possível cruzamento de baixa, reforça a probabilidade de correção/ consolidação. O preço não renova máximas e trabalha dentro da metade superior das Bandas de Bollinger, abrindo espaço para um pullback até a média de 20 (≈205-210) ou banda inferior. Neste contexto, o risco-retorno de uma compra imediata é desfavorável e não há ainda confirmação gráfica de reversão que justifique venda. Portanto, a recomendação é aguardar: 1) nova expansão de preço acima da máxima recente (~235) para retomada de compra, ou 2) recuo até zonas de suporte (20 SMA/banda inferior) para avaliar entrada com melhor relação risco-retorno.;2020_12_27;0
12;aguardar;0.00;0.00;0.00;O ativo está em forte tendência de alta, negociando junto à banda superior de Bollinger com abertura das bandas, o que confirma força compradora, porém denuncia condição de sobre-extensão. O RSI está acima de 70 (sobrecomprado) e começou a formar topos laterais, sugerindo perda de momentum e possível divergência de força. No MACD, apesar da linha de MACD permanecer acima da signal, o histograma vem diminuindo nas últimas barras, indicando desaceleração. Os últimos candles exibem corpo pequeno após um gap de exaustão, sugerindo aumento do risco de pullback. Assim, a relação risco/retorno para novas compras é desfavorável e ainda não há sinal claro de reversão que justifique venda descoberta. O cenário de maior probabilidade é um recuo técnico até a média móvel ou banda média antes de novo movimento direcional. Portanto, recomenda-se aguardar por correção ou novo sinal de força para buscar entrada com melhor assimetria.;2020_12_6;0
13;aguardar;0.00;0.00;0.00;O ativo vem de forte rally, negociando várias barras consecutivas acima da banda superior de Bollinger, caracterizando condição de sobrecompra. O RSI ultrapassou a zona de 70 e iniciou inflexão para baixo, sinalizando perda de força compradora. O MACD permanece positivo, porém o histograma começou a reduzir amplitude, sugerindo desaceleração do momentum. A relação risco/retorno para novas compras é desfavorável neste patamar esticado, enquanto uma venda a descoberto contraria a tendência principal ainda altista. Portanto, o cenário técnico indica maior probabilidade de correção ou consolidação antes de surgir um ponto de entrada com melhor assimetria, recomendando-se aguardar novo sinal claro (pullback à média de 20 períodos ou novo pivô de alta) para posicionamento.;2020_1_12;0
14;aguardar;0.00;0.00;0.00;"O ativo segue em forte tendência de alta, com candles ainda posicionados acima da média móvel curta (linha laranja) e da banda média de Bollinger. Contudo, há sinais claros de exaustão de momentum: (1) o RSI recuou da região de sobrecompra (>70) e faz topos descendentes, indicando perda de força compradora; (2) o MACD apresenta contração do histograma e aproximação/possível cruzamento das linhas, sugerindo enfraquecimento do impulso; (3) as últimas velas formaram sombras superiores mais longas, sinalizando pressão vendedora nos níveis atuais; (4) preço muito esticado em relação à média, elevando o risco de pullback. Nesse contexto, a compra possui risco-retorno desfavorável e uma venda a descoberto iria contra a tendência primária, com sinal de reversão ainda não confirmado. Portanto, a estratégia mais prudente é aguardar um recuo até zona de suporte (média curta ou banda inferior) ou um novo sinal claro de reversão para avaliar entradas com melhor relação risco/retorno.";2020_1_19;0
15;aguardar;0.00;0.00;0.00;O ativo apresenta forte tendência de alta, com candles recentes tocando/ultrapassando a banda superior de Bollinger e distância elevada para a média móvel curta, indicando movimento esticado. O RSI oscila na região de sobrecompra (≈70) e mostra leves topos descendentes, sugerindo perda de força. O MACD segue positivo, porém o histograma já sinaliza redução de momentum, configurando possível divergência. Em conjunto, os indicadores apontam probabilidade maior de correção ou consolidação de curto prazo do que de continuação imediata do rali com bom risco-retorno. Assim, o cenário favorece aguardar recuo até áreas de suporte (próximas à média de 20 períodos ou banda média de Bollinger) para avaliar nova entrada com relação risco/retorno mais equilibrada.;2020_1_26;0
16;aguardar;0.00;0.00;0.00;"O ativo segue em forte tendência de alta, mas mostra sinais claros de exaustão de curto prazo: (1) candles recentes romperam a banda superior de Bollinger e começaram a recuar para dentro do canal, típico de movimento esticado; (2) RSI permaneceu acima de 70 (sobrecompra) e já inflexiona para baixo, sugerindo perda de força; (3) MACD ainda positivo, porém com histograma decrescente, caracterizando divergência baixista de momentum. Entrar comprado neste patamar oferece relação risco/retorno desfavorável, enquanto vender a descoberto contra a tendência principal carece de confirmação adicional. O cenário mais prudente é aguardar um pullback até a média de 20 períodos ou sinal de novo pivô antes de posicionar-se.";2020_1_5;0
17;aguardar;0.00;0.00;0.00;"O ativo permanece em forte tendência de alta (máximas e mínimas ascendentes e candles ainda acima da média curta), porém os indicadores mostram perda de fôlego: 1) MACD segue positivo, mas o histograma vem decrescendo há várias barras, sinalizando divergência de momentum e possível exaustão do movimento; 2) RSI saiu da região de sobrecompra e trabalha perto de 60, indicando arrefecimento da força compradora; 3) após o pico em 66, formou-se consolidação entre 48-55, com candles de amplitude reduzida dentro de um canal estreito, sugerindo equilíbrio temporário entre oferta e demanda; 4) as Bandas de Bollinger estreitaram, reforçando cenário de congestão e provável rompimento direcional futuro. Como a relação risco/retorno não é favorável no interior dessa lateralização (stop ficaria longo abaixo de 48 e alvo limitado pelo topo em 55-66), a probabilidade de um falso rompimento é elevada. Assim, a postura mais prudente é aguardar: (a) rompimento consistente acima de 55, acompanhado de aumento de volume/momentum para retomar compras, ou (b) recuo até a média ou banda inferior (~45) para buscar ponto de entrada com risco menor.";2020_2_16;0
18;aguardar;39.00;48.00;35.00;O ativo está em forte tendência de alta (máximas e mínimas ascendentes, candles acima da média móvel curta e bandas de Bollinger abertas), o que favorece operações compradas. Entretanto, a cotação encontra-se esticada, negociando fora da banda superior de Bollinger, com RSI acima da zona de sobrecompra (≈ 70) e relação risco/retorno desfavorável para entradas imediatas. O MACD segue positivo, mas já há indícios de perda de ímpeto no histograma, sugerindo possibilidade de correção. Assim, a probabilidade de um pullback até a região da média de 20 períodos/banda média (~ R$ 39,00) é elevada. A recomendação é aguardar esse recuo para avaliar nova compra com alvo na projeção de topos anteriores (≈ R$ 48,00) e stop abaixo do último fundo relevante/20 EMA (~ R$ 35,00), garantindo melhor relação risco/retorno.;2020_2_2;0
19;aguardar;0.00;0.00;0.00;"O ativo vem de uma escalada parabólica e permanece em tendência primária de alta, mas os sinais de exaustão de curto prazo elevam o risco de entrada neste momento. 1) Preço muito afastado da média curta (≈20 períodos) e da banda média de Bollinger, após candle com longa sombra superior (possível ‘clímax de compra’). 2) RSI perdeu a região de sobrecompra e apresenta divergência — topos de preço ascendentes versus topos de RSI descendentes — indicando enfraquecimento de momentum. 3) MACD segue positivo, mas o histograma perdeu força, sinalizando desaceleração da tendência. 4) Volatilidade elevada e amplitude diária maior dificultam definição de stop técnico curto com relação risco-retorno favorável. Assim, a probabilidade de correção ou consolidação supera a de nova pernada imediata. Aguardar recuo até zona de suporte (≈50–52) ou nova estrutura de rompimento com volume antes de posicionar compra; venda a descoberto ainda carece de confirmação de reversão.";2020_2_23;0
20;vender;50.00;42.00;58.00;O ativo vem de um movimento parabólico, marcado por candles de corpo alongado e sombras superiores longas, sinalizando exaustão compradora. Depois do pico em ~66, formou-se um candle de reversão (shooting star) seguido por um engolfo de baixa, instaurando correção. A volatilidade permanece elevada, mas o preço já perdeu o terço superior das Bandas de Bollinger e testa a média curta ascendente como suporte. O RSI saiu da zona de sobrecompra (>70) e faz topos descendentes, indicando perda de força compradora. O MACD mantém linha principal acima da signal, porém com histograma decrescente, configurando convergência baixista. O cenário favorece uma realização até a média móvel (região de 42), onde há confluência de suporte dinâmico e banda de Bollinger média. Por isso, a probabilidade maior é de continuação da correção no curto prazo.;2020_2_9;0
21;vender;43.50;35.00;50.20;"O preço rompeu a média móvel curta (linha laranja) e saiu da banda de Bollinger superior para a inferior, indicando inversão de tendência. O candle mais recente é de forte corpo negativo, fechando abaixo da média e próximo à banda inferior, sinalizando aceleração vendedor. O RSI mergulhou abaixo de 30 sem mostrar divergência de alta, reforçando a força do movimento descendente. O MACD cruzou para venda e o histograma cresce em terreno negativo, confirmando momentum baixista. O primeiro suporte relevante encontra-se na região de 35, antigo patamar de consolidação; esse é o alvo. O stop deve ficar acima de 50,20, nível que recuperaria a média e invalidaria o rompimento.";2020_3_1;0
22;comprar;40.50;49.00;35.00;O ativo fez um recuo acentuado até a banda inferior de Bollinger, marcando um candle de reversão (corpo branco/hollow) exatamente na região de sobrevenda do RSI (<30). O RSI começa a lateralizar, sinalizando possível exaustão da pressão vendedora. O histograma do MACD segue negativo, porém as barras já diminuem de amplitude, indicando perda de momentum da tendência de baixa. Um rompimento da máxima do candle de reversão (≈40,50) tende a confirmar um pull-back para a média móvel de 20 períodos (≈49,00). O stop técnico deve ficar abaixo da mínima recente (≈35,00), que coincide com a banda inferior e fundo imediato, oferecendo relação risco/retorno próxima de 2:1.;2020_3_15;0
23;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de baixa: preço abaixo da média móvel de 20 períodos e da banda média de Bollinger, sem rompimento relevante. MACD permanece negativo e distante do sinal, indicando momentum vendedor ainda predominante. Apesar de o RSI ter saído da região de sobrevenda, não há divergência altista clara nem formação de fundo ascendente, caracterizando apenas um repique técnico (""dead cat bounce""). Com a força vendedora ainda superior e ausência de sinais de reversão consistentes, o melhor posicionamento de risco-retorno, no momento, é aguardar nova estrutura de alta ou renovação de mínimas para avaliar eventual venda.";2020_3_22;0
24;aguardar;0.00;0.00;0.00;"O ativo ensaia um repique depois de forte movimento de queda, mas ainda não há sinais claros de reversão de tendência. A cotação segue abaixo da média móvel curta (≈20 períodos) e no terço inferior das Bandas de Bollinger, indicando que o atual movimento é, por enquanto, apenas um pullback dentro de um viés de baixa. O RSI subiu da região de sobrevenda, porém permanece abaixo de 50, o que caracteriza momentum ainda fraco. O MACD mostra contração do histograma negativo e inflexão da linha azul, mas o cruzamento altista com a linha de sinal ainda não ocorreu. Sem rompimento do último topo descendente nem fechamento acima da média, a relação risco-retorno de uma compra segue desfavorável. Vendas também perdem timing após o forte sell-off; portanto, a probabilidade maior é de consolidação/continuação até surgirem confirmações adicionais.";2020_3_29;0
25;aguardar;0.00;0.00;0.00;"O ativo perdeu força após um rally vertical, rompendo a média curta (aprox. 20 períodos) e permanecendo abaixo dela. MACD segue com linhas e histograma negativos, denotando momentum vendedor ainda ativo. RSI rompeu a região de 50 para baixo e, embora tenha saído do oversold, permanece em zona neutra-baixa, sem divergência positiva clara. As últimas velas mostram tentativa de repique dentro da banda de Bollinger inferior, porém sem confirmação de fundo ascendente ou padrão de reversão. Enquanto o preço não reconquistar a média e formar pivô de alta (máximas e mínimas ascendentes) ou, no caso de venda, não oferecer sinal de exaustão de repique para novo pivot de baixa, o cenário é de incerteza. Probabilidade/risco não favorece nem compra nem venda neste ponto; o melhor é aguardar definição.";2020_3_8;0
26;comprar;38.50;43.50;34.00;"1) O preço rompeu para cima a média curta (linha laranja, ~20 períodos) e voltou a fechar acima da banda média de Bollinger, indicando retomada de força compradora. 2) O MACD acabou de efetuar cruzamento de linha rápida (azul) acima da linha de sinal (vermelha) com histograma entrando em território positivo – clássico gatilho de reversão de tendência para alta. 3) RSI saiu da região neutra e se aproxima de 70 sem divergir, sugerindo momentum ainda favorável; não há sobrecompra extrema. 4) Último fundo relevante encontra-se em torno de 33,80–34,00; posicionar o stop logo abaixo desse patamar preserva relação risco/retorno próxima de 1:1.3. 5) Próxima resistência técnica corresponde à faixa de 42,50–44,00 (anterior fundo rompido + banda superior), configurando alvo de lucro em 43,50.";2020_4_12;0
27;comprar;50.50;59.80;44.90;"O ativo retomou a estrutura de topos e fundos ascendentes, sustentado acima da média móvel de 20 períodos e da banda média de Bollinger, enquanto as bandas se expandem – sinal de retomada de volatilidade em tendência. O RSI saiu da região neutra, sustentando-se acima de 60 sem ainda entrar em sobrecompra, indicando força compradora com espaço para avançar. O MACD cruzou para cima da linha de sinal e avança em terreno positivo, com barra do histograma crescente, corroborando momentum altista. O candle mais recente fechou próximo à banda superior, validando a continuidade do movimento. A entrada é projetada na região de 50,50 (próximo ao fechamento atual); alvo em 59,80, que corresponde à resistência anterior/perna de correção de Fibonacci (≈18 % de upside); e stop-loss em 44,90, abaixo do último fundo e da MM20, preservando relação risco-retorno superior a 1,5:1.";2020_4_19;0
28;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de curto prazo ascendente (preço acima da média de 20 períodos/Bollinger central), porém apresenta sinais claros de exaustão de momentum: (i) RSI trabalhando próximo da região de sobrecompra (≈70) e começando a formar topo duplo, indicando perda de força compradora; (ii) MACD positivo, mas com histograma decrescente e linhas já convergindo, sugerindo possível cruzamento de baixa; (iii) preço congestionado abaixo de resistência nos 50-52 (nível onde houve forte fluxo vendedor no passado) sem romper a banda superior, caracterizando lateralização dentro da metade superior das bandas. O risco-retorno para nova compra é desfavorável e ainda não há confirmação de reversão para venda. Assim, o cenário de maior probabilidade é de consolidação ou correção de curto prazo. Recomenda-se aguardar definição: compra somente acima de 52,00 com volume ou venda se perder 46,00 com confirmação de força vendedora.";2020_4_26;0
29;comprar;34.00;44.00;29.00;"1) Após forte movimento de queda, o ativo encontrou suporte na região de 26–27 e formou fundo ascendente, sugerindo exaustão vendedora. 2) Candles voltaram a negociar dentro das Bandas de Bollinger, produzindo sinal de ‘bullish reversal’ (fechamento acima da banda inferior depois de sequência de candles fora da banda). 3) RSI saiu da região de sobrevenda e rompeu 30/40 em direção a 50, indicando recuperação de momentum comprador. 4) MACD mantém histograma negativo, porém em clara diminuição, com linhas convergindo para cruzamento de compra. 5) O preço trabalha logo abaixo da média móvel de 20 períodos; entrada nos 34,00 objetiva antecipar rompimento da média e busca pela banda média/superior (~44,00). Stop abaixo do último fundo relevante (29,00) mantém relação risco-retorno aproximada de 2:1. Apesar do viés primário ainda ser de baixa, a confluência de sinais sugere probabilidade favorável de rally corretivo de curto prazo.";2020_4_5;0
30;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de alta de curto prazo (máximas e mínimas ascendentes e cotação acima da média de 20 períodos/Bollinger média), porém há sinais de perda de fôlego: 1) o preço não conseguiu renovar o topo anterior (≈ 57) e trabalha em consolidação próxima à banda superior, sugerindo possível exaustão; 2) o RSI saiu da zona de sobrecompra e recua para a região neutra (≈ 55), indicando enfraquecimento do momentum comprador; 3) o MACD ainda está positivo, mas o histograma vem diminuindo e as linhas encontram-se em processo de cruzamento descendente, elevando a probabilidade de sinal de venda. Diante da divergência entre tendência (ainda altista) e osciladores (perdendo força), o risco de falso rompimento ou correção é alto. Assim, o cenário mais prudente é aguardar: a) um rompimento consistente de 57,00-58,00 com aumento de volume e retomada de força nos indicadores para entrada compradora, ou b) uma correção até a média/banda média (≈ 47-48) com novo sinal de retomada para melhorar a relação risco/retorno. Enquanto esses gatilhos não ocorrerem, a relação risco/retorno não é favorável.";2020_5_10;0
31;aguardar;0.00;0.00;0.00;O ativo encontra-se em movimento lateral dentro de um retângulo (aprox. 48–57), sem rompimento consistente de suporte ou resistência. A média de 20 períodos (linha laranja) está praticamente flat, indicando neutralidade de tendência. O RSI recuou do patamar de sobrecompra e oscila perto de 55, mostrando perda de ímpeto comprador. O MACD apresenta diminuição do histograma e aproximação de cruzamento de linha de sinal, sugerindo enfraquecimento do momentum. Enquanto não houver rompimento claro do topo (≈57) ou do fundo (≈48) do range, o cenário é indefinido e o melhor posicionamento, em termos probabilísticos, é esperar por confirmação.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;"O preço vem de um movimento de recuperação, mas entrou em lateralização estreita entre ~52–57, com as Bandas de Bollinger muito comprimidas – sinal clássico de iminência de rompimento, porém sem definição de direção. A média curta (20 períodos) está praticamente flat, indicando ausência de tendência dominante.  
• RSI recuou após tocar a zona de sobrecompra (>70) e agora oscila perto de 60, sugerindo força reduzida, porém ainda sem sinal de sobrevenda.  
• MACD acabou de cruzar para baixo da linha de sinal e o histograma migra para valores ligeiramente negativos, apontando arrefecimento de momentum.  
• Não há padrão de candle de reversão claro nem confirmação de rompimento de resistência (≈57-58) ou de suporte (≈52-50).  
Diante do equilíbrio entre compradores e vendedores e da divergência entre RSI (ainda positivo) e MACD (virando para baixo), o cenário exibe risco-retorno desfavorável para entradas imediatas. A probabilidade mais alta, no momento, é de continuação da consolidação até que ocorra rompimento válido (acima de 58 para compra ou abaixo de 50 para venda). Assim, a postura mais prudente é aguardar sinal gráfico definitivo antes de posicionar capital.";2020_5_24;0
33;vender;48.50;37.00;59.20;"1) Candlestick: forte candle de rejeição (corpo largo negro) após tocar a banda superior de Bollinger, sinalizando exaustão da pressão compradora. 
2) Bandas de Bollinger: preço perdeu a banda superior e fechou justamente sobre a média de 20 períodos; a violação dessa média tende a acelerar movimento até a banda inferior (~37,00). 
3) RSI: houve divergência de baixa (topos de preço ascendentes x topos de RSI descendentes) e o indicador virou para baixo, saindo da região de sobrecompra, indicando perda de momentum. 
4) MACD: cruzamento de linha MACD (azul) abaixo da linha de sinal (vermelha) com histograma voltando para negativo, reforçando viés baixista. 
5) Risco-retorno: entrada em 48,50, alvo na banda inferior (≈37,00) oferece relação risco:retorno de ~1:2 ao posicionar stop técnico logo acima do topo recente em 59,20 (ponto de invalidação da leitura). 
Diante da confluência dos sinais de reversão e quebra de momentum, a probabilidade favorece correção mais profunda nas próximas sessões.";2020_5_3;0
34;aguardar;0.00;0.00;0.00;O preço permanece em congestão estreita (≈52,50 – 57,50) dentro de um ‘squeeze’ das Bandas de Bollinger. Embora a média móvel curta (20 períodos) ainda tenha inclinação positiva, os principais osciladores perderam tração: o RSI recuou do campo de sobrecompra e se aproxima da linha dos 50, enquanto o MACD cruzou para baixo de sua linha de sinal e o histograma já apresenta barras negativas. Esse enfraquecimento de momentum, combinado ao estreitamento das bandas, indica equilíbrio temporário entre compradores e vendedores e baixa relação risco-retorno para uma entrada imediata. A probabilidade mais clara virá apenas com: (a) rompimento consistente da resistência em ~57,80, sinalizando continuação da tendência de alta, ou (b) perda do suporte em ~52,00, configurando reversão. Até que um desses gatilhos ocorra, a postura mais prudente é aguardar.;2020_5_31;0
35;aguardar;0.00;0.00;0.00;"• Tendência principal ainda é de alta, confirmada por topos e fundos ascendentes e pela média móvel de 20 períodos inclinada para cima. 
• Contudo, o preço testou a banda superior de Bollinger por vários pregões e formou um candle de reversão (forte rejeição na zona de 68-69), sinalizando exaustão compradora de curto prazo.
• RSI recuou da região de sobrecompra (>70) e perdeu inclinação, indicando perda de força do momentum. 
• MACD segue positivo, mas o histograma mostra diminuição, sugerindo possível convergência das linhas e arrefecimento da tendência de alta.
• Probabilidade maior, no curto prazo, de correção em direção à média de 20 períodos / banda média (~57-60) antes de um novo movimento direcional. 
Diante do risco de comprar em topo e da ausência de sinal claro de venda contra a tendência principal, a postura mais prudente é aguardar novo ponto de entrada com relação risco-retorno mais favorável.";2020_6_14;0
36;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de alta, negociando próximo à banda superior de Bollinger. Entretanto, aparecem sinais de exaustão de curto prazo: 1) RSI recuou de região de sobrecompra e forma topo descendente, indicando perda de força compradora; 2) MACD positivo, porém com histograma quase zerado e linhas próximas do cruzamento, sugerindo convergência de momentum; 3) Candles pequenos e sem volume de expansão sugerem consolidação abaixo da resistência recente (≈ 70-72). O risco-retorno de iniciar compra neste patamar é desfavorável, enquanto ainda não há gatilho claro de reversão para venda. Assim, a postura mais prudente é aguardar: a) rompimento consistente de 72 com volume para nova compra, ou b) recuo até suporte dinâmico (média de 20 ou banda média ≈ 60-62) para buscar entrada com melhor assimetria.";2020_6_21;0
