;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;vender;37.80;34.50;39.90;O ativo perdeu força após o pico em 43,00 e começou a formar topos e fundos descendentes nas últimas semanas (micro­tendência de baixa). O preço rompeu para baixo a MMS20 e trabalha abaixo dela, com a média já se inclinando para baixo. O MACD cruzou para venda e o histograma está negativo, indicando aceleração da pressão vendedora. O RSI saiu da sobrecompra, caiu para a região neutra e ainda tem espaço até a sobrevenda, sugerindo que o movimento de correção pode continuar. As Bandas de Bollinger mostram o preço caminhando do centro para a banda inferior, sinalizando possível busca por suporte próximo a 34,00-35,00. A confluência de: (i) micro­tendência de baixa, (ii) preço abaixo da MMS20, (iii) MACD negativo e (iv) RSI ainda sem sobrevenda favorece operação de venda com alvo na região de suporte/banda inferior e stop logo acima da MMS20.;2020_12_20;0
11;vender;36.70;34.00;39.10;"Macro tendência lateral-alta, mas a secundária permanece de alta leve e a micro tendência virou para baixa, com topos e fundos descendentes nas últimas semanas. O preço trabalha abaixo da MMS20 que começa a perder inclinação, sinalizando enfraquecimento comprador. O candle atual pressiona a região de suporte em 36,80/36,60, ainda com espaço até a banda inferior de Bollinger; a proximidade da banda não caracteriza sobrevenda extrema. O IFR 14 cai para a faixa de 35, indicando perda de força sem estar sobrevendido, favorecendo mais queda. O MACD atravessou para território negativo e o histograma segue aumentando abaixo de zero, reforçando momentum baixista. A confluência de micro-tendência descendente, rompimento iminente de suporte, preço abaixo da MMS20, RSI fraco e MACD negativo aponta maior probabilidade de continuidade da correção, justificando operação de venda com entrada no rompimento de 36,70, stop técnico acima da MMS20 e do último topo de reação (39,10) e alvo no próximo suporte relevante em 34,00, proporcionando relação risco/retorno favorável.";2020_12_27;0
12;comprar;41.20;44.00;39.20;"1) Estrutura de preço: após meses de congestão entre 35,0–38,0 o ativo rompeu a resistência de 38,0 e formou novo topo em 41,8, caracterizando virada de tendência de curto prazo para alta; fundos e topos ascendentes nas últimas semanas. 2) Média Móvel de 20 períodos: preço trabalha acima da MMS20, que virou para cima, confirmando momentum comprador. 3) MACD: linhas acima de zero e histograma crescente, sinalizando aceleração de força compradora. 4) Bandas de Bollinger: banda superior foi tocada no rompimento; houve leve pull-back para dentro das bandas, oferecendo ponto de entrada com menor “overstretch”. 5) IFR(14): em 65, ainda abaixo da zona de sobrecompra, permitindo espaço adicional de alta. 6) Gestão de risco: entrada no rompimento da máxima do candle de consolidação (41,20); stop abaixo da região de gap/antiga resistência (39,20); alvo projetado na expansão de 100 % do range rompido e proximidade de 44,0, proporcionando relação risco/retorno ≈1,4:1. A confluência de rompimento estrutural, indicadores de momento positivos e pull-back controlado sustenta a recomendação de compra.";2020_12_6;0
13;aguardar;0.00;0.00;0.00;"O preço trabalha levemente acima da MMS20 com inclinação ascendente, refletindo tendência de alta de curto a médio prazo, porém encontra-se encostado em resistência relevante na região de 39,80-40,00. As Bandas de Bollinger afunilaram, indicando compressão de volatilidade e possível movimento direcional à frente, mas o candle atual mostra corpo pequeno sem rompimento da banda superior, sinalizando falta de força compradora no momento. O RSI voltou a subir para a zona de 55-60, longe de sobrevenda ou sobrecompra, sugerindo neutralidade. O MACD permanece positivo, porém as linhas estão paralelas e o histograma reduzido, evidenciando perda de momento. A confluência atual, portanto, não oferece razão risco/retorno atrativa nem gatilho claro de rompimento ou reversão; aguarda-se confirmação: compra somente acima de 40,10 (rompimento com volume), ou venda se perder 38,50. Até lá, a probabilidade é equilibrada, recomendando aguardar novo sinal mais robusto.";2020_1_12;0
14;comprar;41.60;44.40;40.00;"Estrutura de preço mostra topos e fundos ascendentes nos horizontes macro, secundário e de curto prazo, caracterizando clara tendência de alta. O preço trabalha acima da MMS20 com forte inclinação positiva, confirmando força compradora. MACD opera acima da linha zero com a linha rápida cruzada para cima da lenta, apontando continuidade do momentum. Bandas de Bollinger apresentam expansão, e as últimas velas se mantêm próximas da banda superior, sinal de pressão compradora. IFR em torno de 70 indica força mas ainda não configurou sobrecompra extrema, permitindo avanço adicional. Entrada no rompimento da máxima recente (≈41,60) busca seguir o movimento; stop posiciona-se abaixo do antigo topo convertido em suporte e da MMS20 (≈40,00), invalidando a tese caso perca esse patamar. Alvo projetado na próxima resistência lógica e na extensão da banda superior (≈44,40), proporcionando relação risco/retorno favorável.";2020_1_19;0
15;aguardar;0.00;0.00;0.00;O ativo mantém tendência de alta no macro e no médio prazo, com topos e fundos ascendentes e preço acima da MMS20 inclinada para cima. Entretanto, o último candle foi de forte amplitude negativa após teste da banda superior de Bollinger e da resistência em 41,00, sugerindo início de correção de curto prazo. O RSI saiu da região de sobrecompra e trabalha perto de 60, indicando perda de momentum, enquanto o MACD segue positivo porém com histograma desacelerando. Como o preço ficou espremido entre a resistência recém-testada (≈41,00) e o suporte da MMS20 (≈39,30), a relação risco/retorno não é favorável nem para compra nem para venda neste momento. Assim, a melhor estratégia é aguardar um sinal claro: a) novo pivot de alta/rompimento consistente de 41,10 para buscar compras, ou b) recuo até a MMS20/38,80 com candle de reversão para entrar comprado com melhor assimetria.;2020_1_26;0
16;aguardar;0.00;0.00;0.00;O preço vem de tendência secundária de alta (topos e fundos ascendentes nos últimos 3 m), porém ainda abaixo do topo de 6 m, mantendo a tendência macro lateral-baixista. O ativo testa região de resistência em torno de 40,00 – próximo à banda superior de Bollinger – enquanto o RSI permanece em zona neutra-alta (≈60) e o MACD, apesar de positivo, mostra perda de inclinação e histograma enfraquecido. A MMS 20 está levemente ascendente, mas o candle atual trabalha muito próximo dela e da parte média das bandas, indicando consolidação. Não há confluência suficiente de sinais de força compradora nem gatilho vendedor claro, o que gera relação risco/retorno pouco favorável para qualquer operação imediata. Portanto, a recomendação é aguardar um sinal mais definido: rompimento consistente de 40,50 para compra ou recuo até a faixa de 37,50/37,00 para buscar compra em pullback, sempre com nova avaliação dos indicadores.;2020_1_5;0
17;vender;36.60;34.50;38.50;"1) Estrutura de preço: após formar topo em 42,00 o ativo passou a produzir topos e fundos descendentes; a tendência secundária (3 m) e de curto prazo (últimas semanas) é de baixa. 2) Níveis chave: suporte imediato em 36,00-35,50 e resistência na região da MMS20/38,50-39,00. 3) MMS20: preço abaixo da média, que já se inclina para baixo, reforçando o viés vendedor. 4) MACD: linhas e histograma negativos, indicando manutenção do momento de baixa. 5) Bandas de Bollinger: candles caminhando junto à banda inferior, sinal de pressão vendedora contínua. 6) IFR(14): em zona de sobrevenda (<30), mas ainda sem divergência ou sinal de reversão, podendo permanecer esticado em tendência forte. A confluência de tendência descendente, momento negativo (MACD) e preço abaixo da MMS20 justifica a venda. A operação é acionada no rompimento do fundo recente (36,60); stop acima da zona de reversão provável na MMS20/último topo relevante (38,50); alvo no próximo suporte significativo (34,50), proporcionando relação risco/retorno de aproximadamente 1:1,1.";2020_2_16;0
18;aguardar;0.00;0.00;0.00;"O ativo mantém tendência macro e secundária de alta (topos e fundos ascendentes nos últimos 6 e 3 meses), porém a microtendência virou para baixa após um forte candle de rompimento que colocou o preço abaixo da MMS20. A média ainda tem leve inclinação positiva, mas o preço trabalha abaixo dela, sinalizando perda momentânea de força compradora. O candle recente fechou fora da Banda de Bollinger inferior e o IFR caiu rapidamente para a região de 30-35, indicando forte sobrevenda de curto prazo, enquanto o MACD cruzou para baixo com histograma negativo, reforçando momento vendedor. Há, portanto, conflito temporal: impulso de venda de curto prazo versus estrutura de alta de médio/longo prazo e sinais de sobrevenda. Entrar vendido agora implica risco elevado de repique técnico; entrar comprado carece de sinal de reversão confirmado (RSI ainda não reage, MACD segue em queda e o candle não mostra padrão de reversão). Com ausência de confluência favorável clara e relação risco/retorno pouco atrativa em ambos os lados, a conduta mais prudente é aguardar um sinal mais definido: ou o preço retomar a MMS20 acima de 38,50 com RSI voltando a subir (compra) ou perder com força a zona de suporte em 36,50 comprovando inversão de tendência (venda).";2020_2_2;0
19;aguardar;0.00;0.00;0.00;"A estrutura de preço mostra: (i) tendência macro ainda lateral-altista, porém a secundária e a micro passaram para baixa após o rompimento do último fundo relevante; (ii) preço trabalha bem abaixo da MMS20, que possui inclinação negativa, sinalizando dominância vendedora; (iii) o MACD segue abaixo da linha zero, com médias e histograma em expansão negativa, confirmando momentum de queda; (iv) o IFR14 encontra-se em sobrevenda (<30), e o preço toca a banda inferior de Bollinger, sugerindo probabilidade de repique, mas sem ainda apresentar padrão de reversão ou divergência de momentum; (v) assim, há conflito entre forte tendência de curto prazo (baixa) e condição de exaustão (sobrevenda). A ausência de sinal claro de reversão e o risco de continuação da queda tornam o ponto atual inadequado para assumir compra e, ao mesmo tempo, o risco de repique reduz a relação risco/retorno para novas vendas. Portanto, a melhor conduta é aguardar um sinal técnico mais confiável antes de entrar no trade.";2020_2_23;0
20;aguardar;0.00;0.00;0.00;"Tendência macro ainda é de alta, porém a secundária e a micro inverteram para baixa após a perda do suporte em 39,00, gerando topos e fundos descendentes nas últimas semanas. O preço trabalha abaixo da MMS20 inclinada para baixo, dentro da metade inferior das Bandas de Bollinger, sinalizando pressão vendedora. O RSI encontra-se próximo à região de sobrevenda (≈30) mas sem divergência positiva confirmada, enquanto o MACD mantém histograma negativo e linhas abaixo da linha-zero, indicando que o momento de baixa ainda prevalece. A recente reação a partir da banda inferior foi tímida e não retomou nenhum nível técnico relevante. Sem confluência suficiente de reversão ou continuação clara, o risco de falso sinal supera o retorno potencial; portanto, o cenário favorece a espera por definição (quebra da MMS20 para compra ou renovação de mínimas para venda) antes de posicionar-se.";2020_2_9;0
21;vender;33.50;30.50;35.20;A estrutura de preço mostra topos e fundos descendentes nas últimas 12-14 semanas (tendência secundária e micro de baixa). O candle atual trabalha abaixo da MMS20, que apresenta inclinação negativa, reforçando o predomínio vendedor. O preço segue ‘colado’ à banda inferior de Bollinger, típico de tendências fortes de queda. O MACD está abaixo da linha zero com abertura crescente do histograma, evidenciando aceleração do momentum baixista. Apesar do IFR14 em sobrevenda (<30), não há divergência altista, sinalizando que a pressão ainda não arrefeceu. A confluência de: (i) tendência descendente, (ii) preço abaixo da MMS20 com inclinação negativa, (iii) MACD fortemente negativo e (iv) banda inferior sendo acompanhada, favorece a continuidade do movimento de baixa. A entrada foi posicionada no rompimento da mínima recente (33,50), com stop acima do último candle de retração e da MMS20 (35,20) e alvo na próxima zona de suporte visível em 30,50, gerando relação risco/retorno aproximada de 1,6:1.;2020_3_1;0
22;aguardar;0.00;0.00;0.00;"A estrutura de preços permanece negativa no macro e no secundário, com topos e fundos descendentes desde o pico em torno de 41,00. O candle de forte repique que surgiu após tocar a banda inferior indica apenas um pull-back técnico: o preço segue abaixo da MMS20, que está inclinada para baixo, caracterizando predominância vendedora. O IFR saiu da região de sobrevenda, mas ainda se mantém abaixo de 50; o MACD continua negativo, embora o histograma mostre desaceleração na venda. A confluência sugere que o repique pode continuar até a faixa de 34,50-35,50 (região da MMS20), onde haveria nova decisão de tendência. Como não há relação risco/retorno atrativa nem confirmação de reversão ou de exaustão da correção, o cenário mais prudente é aguardar nova sinalização — compra somente após fechamento acima da MMS20 ou venda se o repique falhar na resistência citada.";2020_3_15;0
23;vender;29.50;27.00;31.20;"Preço forma topos e fundos descendentes há 3-4 meses (tendência macro e secundária de baixa) e permanece abaixo da MMS20 inclinada para baixo. Candle atual testa novamente a banda inferior de Bollinger, indicando pressão vendedora persistente. MACD segue negativo com linhas e histograma abaixo de zero, reforçando momento baixista. IFR recuperou apenas até a região neutra (~45) e volta a ceder, longe de sobre-venda extrema, permitindo espaço para mais queda. A perda do suporte imediato em 29,60 aciona nova onda de baixa; stop acima do último topo relevante (31,20) protege a posição e alvo em 27,00 coincide com próxima zona de suporte e projeção da banda inferior, oferecendo relação risco/retorno favorável.";2020_3_22;0
24;aguardar;0.00;0.00;0.00;"O ativo mantém topos e fundos descendentes no macro e no médio prazo, caracterizando tendência de baixa. O recente repique formou micro-alta, mas o preço segue abaixo da MMS20, que inclina para baixo e atua como resistência dinâmica em torno de 33,0. O RSI saiu da região de sobrevenda, porém permanece abaixo de 50, indicando alívio, não inversão de força compradora. O MACD continua negativo, sem cruzamento autista confirmado—o histograma apenas mostra perda de momentum vendedor. O movimento partiu da banda inferior de Bollinger e ainda não superou a banda média, sugerindo que o repique pode ser apenas um pullback dentro da tendência principal. Sem confluência clara de reversão ou retomada imediata da queda, a relação risco/retorno não é favorável nem para compra nem para venda neste momento; aguardar novo sinal (fechamento acima da MMS20 para compra ou rejeição com perda do último fundo para venda) é a postura tecnicamente mais prudente.";2020_3_29;0
25;aguardar;0.00;0.00;0.00;A estrutura de preço mostra tendência secundária de baixa (topos e fundos descendentes nos últimos 3 meses) e micro-repique ainda sem rompimento de resistências relevantes. O preço permanece abaixo da MMS20, que segue inclinada negativamente, mantendo o viés vendedor. Embora o RSI tenha saído da região de sobrevenda e o MACD apresente cruzamento de compra, ambos continuam abaixo de suas zonas neutras (RSI <50 e MACD <0), sinalizando apenas um alívio da pressão vendedora, não uma inversão confirmada. O repique ocorreu após toque na banda inferior de Bollinger, mas o ativo já se afastou dela e encontra-se entre as bandas, sem distorção de volatilidade que ofereça boa relação risco/retorno. Diante da falta de confluência forte (preço ainda abaixo da média, resistência imediata em ~36,60/37,00) o cenário mais prudente é aguardar nova confirmação: ou rompimento consistente da MMS20 e da última máxima para compra, ou sinal de exaustão em resistência para venda.;2020_3_8;0
26;vender;34.80;31.00;36.20;O ativo apresenta topos e fundos descendentes no horizonte de 6-3 meses (tendência macro e secundária de baixa). O repique recente levou o preço à região de resistência anterior (35,50-36,00) e à proximidade da banda superior de Bollinger, deixando o candle atual esticado. O IFR 14 está em sobrecompra (>70) e o MACD já positivo começa a mostrar redução de inclinação do histograma, sinalizando possível perda de fôlego comprador. A MMS20 acaba de ser superada pelo preço, mas ainda sem inclinação firmemente ascendente, indicando que o movimento pode ser apenas um pullback dentro da tendência maior de baixa. A confluência de: (1) resistência horizontal, (2) banda superior de Bollinger, (3) IFR sobrecomprado e (4) tendência macro de baixa favorece uma venda. A entrada é programada no rompimento da mínima do candle corrente (≈34,80), com stop técnico acima do último topo (≈36,20) e alvo na próxima zona de suporte (≈31,00), oferecendo relação risco/retorno superior a 2:1.;2020_4_12;0
27;comprar;37.10;40.80;35.30;"1) Estrutura de preço: após fundo em 27,7 o ativo vem formando topos e fundos ascendentes; micro e secundária em alta, embora o macro de 6 meses ainda seja de baixa. 2) MMS20: preço trabalha acima da média, que já virou para cima, reforçando momentum comprador. 3) MACD: linhas acima de zero com histograma crescente, confirmando força de alta. 4) Bandas de Bollinger: candle encostando na banda superior, indicando possível rompimento; exige manejo de risco via stop. 5) IFR14: em 68-70, próximo da sobrecompra, mas sem divergência baixista, sugerindo continuidade se houver rompimento. 6) Confluência: tendência curta de alta + MACD positivo + preço sobre a MMS20 favorecem compra; sobrecompra do IFR e banda superior exigem entrada condicionada ao rompimento da máxima recente (37,10). 7) Gestão: stop abaixo do último fundo relevante (35,30) e alvo na resistência histórica de 40,80, fornecendo relação risco/retorno ~2:1.";2020_4_19;0
28;aguardar;0.00;0.00;0.00;Embora a tendência secundária (últimos 3 meses) seja de alta – com topos e fundos ascendentes, preço acima da MMS20 e MACD em território positivo – o ativo encontra-se próximo à banda superior de Bollinger e o IFR trabalha na região de 65-70, sinalizando zona de sobrecompra. A volatilidade aumentou, mas ainda não houve correção até um suporte relevante (MMS20 ≈ 34,8 ou fundo anterior ≈ 33,5), o que deixa a relação risco/retorno pouco atrativa para compra imediata. Por outro lado, não há estrutura de reversão confirmada (MACD segue ascendendo e a média possui inclinação positiva) que justifique venda. Dessa forma, a probabilidade favorece aguardar um recuo ou novo sinal de força para entrar com risco mais controlado.;2020_4_26;0
29;aguardar;0.00;0.00;0.00;"O preço realizou um repique das mínimas (≈28,5) e acaba de ultrapassar a MMS20, mas a média ainda tem inclinação negativa e a estrutura macro e secundária continuam de topos e fundos descendentes. MACD mostra cruzamento de alta com histograma positivo porém em zona ainda negativa, sugerindo apenas início de força compradora. O RSI subiu para a faixa de 60-65, longe de sobrevenda e sem estar em sobrecompra, reforçando neutralidade. O candle atual encontra-se no interior das Bandas de Bollinger, a meio caminho da banda superior (≈36,0), que coincide com resistência anterior; não há, portanto, assimetria de risco favorável para compras neste ponto, nem sinal de exaustão para vendas. Assim, o cenário apresenta conflito de forças (tendência maior de baixa x curto prazo de alta), e a melhor decisão é aguardar um fechamento acima de 35,5–36,0 (confirmação de reversão) para comprar, ou rejeição nessa zona para vender, preservando capital enquanto o ativo define direção.";2020_4_5;0
30;comprar;37.60;41.00;35.80;O preço recuou até a MMS20 (inclinação ascendente) e à banda média de Bollinger, região que vem atuando como suporte dinâmico durante a tendência secundária de alta iniciada há cerca de três meses. O candle do dia mostra rejeição dessa zona, sugerindo retomada de força compradora. O IFR saiu da sobrecompra, segurou acima de 50 e voltou a subir, sinalizando que a correção pode ter se esgotado. O MACD permanece positivo, com linhas acima da linha-zero, indicando momentum ainda favorável, apesar da redução do histograma. A combinação de: (1) tendência secundária de alta (topos e fundos ascendentes), (2) suporte dinâmico na MMS20 e banda média, (3) IFR em faixa de força, e (4) MACD positivo gera confluência para entrada na ponta compradora. Entrada acima da máxima do candle atual (≈37,60), stop técnico abaixo do fundo recente (≈35,80) e alvo no topo anterior/próxima resistência (≈41,00) oferecem relação risco/retorno adequada.;2020_5_10;0
31;aguardar;0.00;0.00;0.00;A estrutura macro permanece lateral a levemente ascendente, mas a microtendência das últimas semanas entrou em consolidação sob a resistência de 38,5-39,0. O preço está sobre a MMS20, que perdeu inclinação, e trafega no centro das Bandas de Bollinger – ausência de ponto de assimetria. O IFR recuou da zona de sobrecompra e agora oscila perto de 50, sem indicar excesso comprador ou vendedor. O MACD realizou cruzamento de baixa e o histograma já migra para território negativo, sinalizando perda de momentum altista. Sem rompimento do topo recente (≈39,0) ou perda do suporte imediato (≈36,0), a relação risco/retorno é desfavorável para novas posições. Portanto, a conduta de maior probabilidade é aguardar definição direcional antes de montar trade.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo está em consolidação: tendência macro lateral, tendência secundária de alta já perdeu força e a microtendência é de leve correção. O preço oscila sobre a MMS20 quase plana, dentro do miolo das Bandas de Bollinger, indicando falta de direção clara e baixa volatilidade. O RSI recuou da zona de sobrecompra para perto de 50 (neutro), sem sinal de divergência relevante. O MACD perdeu força compradora, linhas convergem para o eixo zero e histograma levemente negativo, sugerindo enfraquecimento do momentum. Não há confluência de sinais de compra (preço distante de suporte relevante) nem de venda (sem rompimento de suporte/ativação de pivô de baixa). Portanto, a probabilidade favorece esperar por rompimento decisivo de 38,80 – 39,20 (compra) ou de 36,00 – 35,80 (venda) antes de assumir posição.;2020_5_24;0
33;aguardar;0.00;0.00;0.00;"O ativo segue em tendência secundária e de curto prazo de alta (preço acima da MMS20 ascendente e topos/fundos ascendentes), porém encontra-se próximo a uma importante zona de resistência (38,5-40,0) e à banda superior de Bollinger, o que sinaliza preço esticado. O IFR recuou da região de sobrecompra (>70) para níveis ainda elevados (~60), indicando perda de momentum comprador sem ter entrado em sobrevenda. O MACD continua positivo, mas o histograma mostra divergência (barras decrescentes), sugerindo arrefecimento da força de alta. Como não há sinal claro de rompimento da resistência nem confirmação de reversão, o cenário apresenta assimetria risco/retorno desfavorável tanto para novas compras (pouco espaço até a resistência) quanto para vendas (contra a tendência predominante). Portanto, a postura mais prudente é aguardar definição: nova entrada compradora apenas em pullback até região de suporte (34,5-35,5/MMS20) ou em rompimento consistente acima de 40,0; venda somente se houver reversão com perda de 35,0 acompanhada de cruzamento de baixa no MACD.";2020_5_3;0
