;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;aguardar;0.00;0.00;0.00;"O ativo encontra-se em congestão: Bollinger Bands bastante estreitas (squeeze) apontam para volatilidade comprimida e ausência de direção clara. O preço oscila próximo à média de 20 períodos, sem dominância de compradores ou vendedores. RSI gira na região neutra (~50), sem divergências marcantes nem sinal de sobrecompra/sobrevenda. MACD está colado à linha zero, com linhas de sinal quase sobrepostas e histograma muito baixo, denotando momentum praticamente nulo. Não há gatilho técnico confiável para entrada; a probabilidade de movimentos aleatórios dentro do range 12,90–13,70 permanece elevada. O cenário exige confirmação de rompimento (fechamento acima de 13,70 para compra ou abaixo de 12,90 para venda) antes de qualquer posicionamento.";2020_12_20;0
11;aguardar;0.00;0.00;0.00;"O ativo encontra-se dentro de um retângulo de consolidação (≈12,90–13,80) com forte estreitamento das Bandas de Bollinger, sinalizando compressão de volatilidade e ausência de tendência definida. O preço está levemente abaixo da média móvel de 20 períodos (linha central das bandas) e próximo à banda inferior, sugerindo viés baixista, porém ainda sem rompimento efetivo do suporte. 

• RSI (14) recua para a região dos 40, indicando perda de força compradora, mas não há condição de sobrevenda nem divergência relevante.
• MACD permanece abaixo da linha zero, com histograma próximo de zero e convergindo para a linha de sinal – ausência de impulso direcional claro.

Diante da neutralidade do movimento e da iminência de um ‘squeeze’, a relação risco/retorno é desfavorável para entradas antecipadas. A probabilidade de ‘false break’ é elevada. O cenário mais prudente é aguardar:
• Compra somente acima de 13,80/13,90 com volume (alvo 14,70; stop 13,30).
• Venda somente abaixo de 12,90 com volume (alvo 12,00; stop 13,60).

Até que um desses gatilhos seja acionado, permaneço neutro (sem posição).";2020_12_27;0
12;comprar;13.80;14.80;12.80;O ativo vem consolidando entre 12,80 e 14,00 com forte estreitamento das Bandas de Bollinger, sinalizando iminente expansão de volatilidade. O preço voltou a negociar acima da média de 20 períodos e pressiona a banda superior, mostrando retomada de força compradora. O RSI retomou a linha dos 50 pontos e desenha topos e fundos ascendentes, sugerindo momentum positivo ainda longe de sobrecompra. O MACD gerou novo histograma positivo e aproxima-se de cruzamento de linha de sinal, corroborando possível aceleração altista. A compra é recomendada na superação de 13,80 (rompimento de resistência/caixa superior), com alvo em 14,80 (topo anterior e projeção de 1x a amplitude da consolidação). O stop loss fica em 12,80, abaixo do suporte e da banda inferior, oferecendo relação risco/retorno de 1:1.;2020_12_6;0
13;aguardar;0.00;0.00;0.00;"O ativo segue em tendência de alta, porém apresenta sinais claros de exaustão de curto prazo: (1) candles fecharam fora da banda superior de Bollinger, configurando movimento esticado e propenso a pullback; (2) RSI recuou do nível de sobrecompra (>70) e forma topos descendentes, sugerindo perda de força compradora; (3) MACD permanece positivo, mas o histograma diminui e as linhas convergem para possível cruzamento de baixa, indicando desaceleração do momentum. Dado o risco‐retorno desfavorável para entradas compradas no topo e a ausência de gatilho confirmado para venda contra a tendência principal, a postura mais prudente é aguardar um recuo até a média móvel de 20 períodos (≈5,85) ou até a banda média antes de reconsiderar compra, ou aguardar sinal de reversão mais claro para venda.";2020_1_12;0
14;aguardar;0.00;0.00;0.00;"O ativo segue em tendência primária de alta (candles acima da média de 20 períodos e banda superior de Bollinger ainda inclinada para cima), porém os indicadores de momento alertam para perda de força: (1) RSI fez topo acima de 80 e recuou, configurando divergência de baixa – o preço marcou nova máxima enquanto o RSI não confirmou; (2) MACD vem se achatando, com histograma reduzindo e linhas cada vez mais próximas, sinalizando possível cruzamento para baixo; (3) bandas de Bollinger começaram a estreitar, típico de exaustão após movimento forte. Com o preço esticado cerca de 7-8 % acima da média e sem sinal claro de retomada de força, o risco-retorno para nova compra é desfavorável, enquanto ainda não há gatilho técnico sólido para venda/short. Assim, o cenário de maior probabilidade é de correção lateral ou pullback até a região da média/banda média (~5,8–6,0), onde novos sinais deverão ser reavaliados. Preferível aguardar definição antes de posicionar-se.";2020_1_19;0
15;comprar;6.55;7.35;5.95;O ativo mantém tendência de alta bem definida: topos e fundos ascendentes, candles fechando acima da média móvel curta (linha laranja) e rompimento da banda superior de Bollinger, indicando aceleração de momentum. O RSI voltou a subir a partir da região neutra (≈50) sem ainda entrar em sobrecompra, sugerindo espaço para continuidade. O MACD está acima da linha zero com a linha MACD levemente acima da sinal, reforçando viés positivo. A entrada em 6,55 corresponde ao fechamento/rompimento do topo recente. Stop-loss abaixo do último fundo de consolidação e da média móvel (5,95) protege contra falsa ruptura. Alvo calculado pelo tamanho da última perna de alta (≈0,80) projetado a partir do rompimento, fornecendo relação risco-retorno próxima de 2:1.;2020_1_26;0
16;aguardar;0.00;0.00;0.00;"O ativo segue em tendência principal de alta, sustentado por topos e fundos ascendentes e candles posicionados acima da média móvel de 20 períodos (linha laranja). Contudo, observa-se: (1) preço recentemente fora da banda superior de Bollinger, voltando para dentro, sinalizando exaustão de curto prazo; (2) RSI recuando do patamar de sobrecompra (>70) e ainda sem formar novo ponto de inflexão, indicando perda de força compradora; (3) MACD positivo, porém com histograma decrescente e possível cruzamento de linha de sinal nas próximas barras, sugerindo provável correção ou lateralização. O risco de entrada atual é elevado, pois stop técnico ficaria distante (abaixo do suporte em torno de 5,55–5,65) enquanto o potencial de ganho imediato diminuiu após o rali recente. A melhor relação risco-retorno tende a ocorrer em um dos cenários: pullback até a média/banda central (~5,80) com sinal de retomada de compra, ou rompimento consistente da máxima histórica em 6,20 com volume. Até que um desses gatilhos ocorra, a recomendação mais prudente é aguardar.";2020_1_5;0
17;aguardar;0.00;0.00;0.00;"O papel apresenta forte tendência de alta (máximas e mínimas ascendentes, candles acima da média curta e MACD em expansão positiva), porém o movimento encontra-se esticado: 1) candle de hoje abriu com gap e fechou bem fora da banda superior de Bollinger, estatisticamente sinalizando condição de sobre‐compra e maior probabilidade de correção ou lateralização; 2) RSI rompeu a zona de 70 pontos, indicando sobre­compra; 3) ausência de suporte próximo deixa a relação risco/retorno desfavorável para novas compras no preço atual, enquanto a força de tendência ainda não oferece sinal de reversão confiável para venda. Assim, a melhor conduta é aguardar pullback até zona de suporte (região da média móvel ou banda média) ou novo padrão de reversão antes de assumir posição.";2020_2_16;0
18;aguardar;0.00;0.00;0.00;"O ativo permanece em tendência primária de alta (topos e fundos ascendentes e média móvel de curtíssimo prazo – linha laranja – inclinada para cima), porém os sinais de curto prazo pioraram: (1) forte candle de correção após gap de exaustão na região de 6,30/6,40, pressionando o preço para perto da média e do centro das Bandas de Bollinger; (2) RSI rompeu para baixo a faixa dos 50 pontos, indicando perda de força compradora sem ainda estar em sobrevenda; (3) MACD gerou cruzamento de linha azul abaixo da vermelha com histograma aumentando no negativo, sugerindo aceleração de momentum baixista. Esses fatores aumentam a probabilidade de novo teste da banda inferior/área de suporte em 5,70–5,80, mas não configuram, por enquanto, um ponto técnico atraente para venda contra a tendência principal nem para compra imediata. Aguardamos:  a) sinal de reversão altista (ex.: candle de força ou padrão de fundo + RSI voltando acima de 50) para retomar compras, ou  b) perda clara de 5,70 com volume para considerar vendas de curto prazo. Enquanto isso, a relação risco-retorno é desfavorável em ambos os lados, recomendando ficar de fora.";2020_2_2;0
19;vender;7.50;6.80;8.10;O ativo avançou de forma parabólica nas últimas sessões, fechando fora da banda superior de Bollinger e levando o RSI a níveis extremos (>80). Nos dois candles mais recentes houve retorno para dentro das bandas e formação de pavios superiores longos, sinalizando exaustão da compra. O RSI cruzou para baixo da região de sobrecompra e o histograma do MACD reduziu a inclinação, indicando perda de momentum. A média móvel curta (aprox. 20 períodos) situa-se em torno de 6,80, região provável de pullback/mean-reversion. Dessa forma, a probabilidade favorece um movimento corretivo de curto prazo. A venda em 7,50, com alvo na média (6,80) e stop acima do topo e da banda (8,10), oferece relação risco-retorno próxima de 1,17 e se apoia em sinais clássicos de reversão após sobre-extensão.;2020_2_23;0
20;comprar;6.35;6.90;6.00;O ativo mantém tendência primária de alta, negociando acima da média móvel curta e com topos e fundos ascendentes. Houve pullback até a média central das Bandas de Bollinger e, em seguida, retomada de força compradora que levou o preço novamente à banda superior, sinalizando continuação do movimento. MACD acaba de cruzar a linha de sinal de baixo para cima, com histograma virando positivo, indicando renovação de momentum. RSI saiu da região neutra e aponta para cima, ainda distante da zona de sobrecompra, o que abre espaço para avanço adicional. O stop-loss foi posicionado abaixo do último fundo (≈6,00) e da média, enquanto o alvo projeta a amplitude do último impulso (+0,55) e oferece relação risco-retorno superior a 1,5:1.;2020_2_9;0
21;aguardar;0.00;0.00;0.00;O ativo vinha em clara tendência de alta, mas sofreu movimento de exaustão (gap + candle longo) seguido de três pregões de forte correção, configurando “clímax de venda”. O preço perdeu a média curta e se aproxima da região de antigo topo/consolidação (≈6,30-6,50), que agora atua como primeiro suporte relevante. • Bollinger: candles ainda fora da banda inferior, indicando que o movimento pode continuar até tocar ou perder essa faixa. • MACD: linhas cruzadas para baixo e histograma ampliando em terreno negativo, sinalizando que a pressão vendedora ainda predomina. • RSI: saiu da sobrecompra e aproxima-se da região neutra (35-40) sem divergência de alta — não há sinal claro de reversão nem condição de sobrevenda. Em contrapartida, abrir posição vendida neste patamar oferece relação risco/retorno desfavorável porque o preço já corrigiu significativamente e está sobre suporte potencial. Diante da ausência de um gatilho confiável (set-up de reversão ou rompimento de suporte), a conduta mais prudente é aguardar definição: (i) confirmação de fundo acima de 6,30 para eventual compra com stop curto, ou (ii) rompimento de 6,30 em fechamento para venda, caso o cenário de baixa se intensifique.;2020_3_1;0
22;aguardar;0.00;0.00;0.00;"O ativo vinha em forte tendência de alta, mas perdeu a média móvel de 20 períodos e rompeu a banda inferior de Bollinger, sinalizando mudança de fase para correção/baixa. Apesar de o candle mais recente mostrar repique após região de sobrevenda (RSI abaixo de 30) e leve retorno para dentro das bandas, não há configuração clara de reversão: 1) MACD segue com linha de sinal cruzada para baixo e histograma ampliando em terreno negativo, indicando manutenção da pressão vendedora; 2) a média de 20 períodos está acima do preço e com inclinação descendente, atuando como resistência dinâmica; 3) volatilidade permanece elevada, sugerindo risco de falsos rompimentos. Em função de ainda não haver confluência de indicadores de reversão (padrão de candle, cruzamento positivo do MACD ou RSI saindo consistentemente de sobrevenda), o cenário de probabilidade favorece a continuidade da correção ou um movimento lateral, tornando o ponto atual pouco assimétrico para compras e arriscado para vendas descobertas devido ao oversold bounce. Portanto, a orientação é aguardar novo sinal técnico mais confiável antes de assumir posição.";2020_3_15;0
23;aguardar;0.00;0.00;0.00;"O ativo mantém estrutura primária de baixa: preços seguem abaixo da média móvel curta (aprox. 20 períodos) inclinada para baixo e dentro da metade inferior das Bandas de Bollinger, indicando domínio vendedora. O MACD está negativo, abaixo da linha de sinal e sem indício claro de inflexão; o histograma ainda amplia barras negativas, evidenciando momentum de queda. O RSI permanece abaixo de 50 e próximo da região de sobrevenda, mas sem divergência positiva consistente que sinalize reversão. Apesar de candles recentes mostrarem repiques e sombras inferiores (pressão compradora pontual), não há figura gráfica de reversão confirmada (pivô de alta, fundo duplo ou cruzamento de média/​MACD). Nesse contexto, o risco-retorno de entradas compradas ou vendidas não é favorável: comprar implicaria operar contra a tendência vigente e vender implica posicionar‐se após movimento de forte extensão já realizado, sem sinal de continuação imediato. Portanto, a postura mais prudente é aguardar sinal técnico mais claro — por exemplo, • rompimento consistente da região de ~5,90/6,00 com volume para compra ou • perda de ~4,80 para venda — antes de iniciar operação.";2020_3_22;0
24;comprar;6.45;7.40;5.45;"O papel concluiu um movimento de exaustão na região de 4,80/5,00 (fundo fora das Bandas de Bollinger), gerando candle de reversão e, em seguida, passou a construir topos e fundos ascendentes de curtíssimo prazo. O preço voltou a fechar acima da média móvel de 20 períodos (linha central das Bandas) e permanece dentro da banda superior, indicando retomada de força compradora.  
• RSI saiu da região de sobrevenda (<30) e avança em direção à linha de 50, sinalizando ganho de momentum.  
• MACD produziu cruzamento de linha rápida acima da lenta com histograma crescente, típico de início de reversão.  
• As Bandas de Bollinger começam a estreitar depois de forte abertura, sugerindo provável movimento de contração/alta até a banda superior (~7,40).  
Diante da confluência de sinais de reversão (preço acima da média de 20, RSI e MACD ascendentes) e estrutura de fundo duplo, o cenário de maior probabilidade é de continuidade do repique. Entrada recomendada em 6,45, alvo na resistência imediata da banda superior em 7,40 e stop abaixo do último pivô em 5,45, oferecendo relação risco/retorno ao redor de 1:1.";2020_3_29;0
25;aguardar;0.00;0.00;0.00;"Após uma forte pernada de alta que levou o preço à região dos 8,00, o ativo iniciou correção, perdeu força compradora e entrou em fase de consolidação entre ~6,20 e ~7,25. 1) Bollinger Bands: a amplitude se estreita, indicando menor volatilidade e ausência de direção clara; o preço oscila próximo à média de 20 p, sem rompimento consistente das bandas. 2) RSI: saiu da zona de sobrecompra (>70), cruzou abaixo de 50 e mantém viés de baixa, sugerindo perda de momentum comprador, mas ainda distante de sobrevendido (<30). 3) MACD: linha MACD cruzou abaixo da signal e o histograma permanece negativo, apontando divergência baixista em relação aos topos de preço. 4) Price action: não há pivô de alta confirmado (precisaria romper 7,25/7,30) nem perda decisiva do suporte em 6,20 para caracterizar venda. Diante de sinais contraditórios (tendência primária ainda ascendente, mas momentum e curto prazo enfraquecidos), o melhor posicionamento é aguardar definição. Novas entradas somente acima de 7,25 (confirmação de retomada) ou abaixo de 6,20 (quebra de suporte) com ajustes de risco adequados.";2020_3_8;0
26;comprar;7.05;8.00;6.15;"1) Estrutura de preço: após fundo em 4,90 houve sucessão de topos e fundos ascendentes. O candle atual rompe a média móvel de 20 períodos e trabalha acima dela, indicando retomada de força compradora. 2) Bandas de Bollinger: as bandas se estreitaram, sugerindo compressão de volatilidade; o preço avança em direção à banda superior, sinalizando possível rompimento e expansão. 3) RSI: saiu da região de sobrevenda (<30) e aproxima-se de 70, refletindo momentum positivo sem ainda entrar em sobrecompra, o que abre espaço para mais alta. 4) MACD: linha MACD cruzou a linha de sinal de baixo para cima e o histograma virou positivo, reforçando reversão de tendência para alta. 5) Níveis técnicos: resistência relevante em 6,90/7,00; projeção do range do fundo (5,00–6,90 ≈ 1,90) aponta alvo potencial perto de 8,00, coincidente com topo anterior. Stop loss abaixo do último fundo ascendente e da banda inferior em 6,15 preserva relação risco/retorno ≈ 1:1,9. Probabilidade favorece compra no rompimento de 7,00 com alvo em 8,00 e stop em 6,15.";2020_4_12;0
27;comprar;7.30;8.30;6.70;O preço voltou a trabalhar acima da média móvel curta (lin. laranja) e encostado na banda superior de Bollinger, indicando aceleração de volatilidade para cima após período de congestão. O MACD cruzou a linha-sinal para cima e o histograma segue aumentando, sinalizando ganho de momentum comprador. O RSI avança em direção à zona de 70, mas ainda sem sobrecompra, o que sugere espaço para alta adicional. A estrutura de topos e fundos ascendentes reforça tendência de curto prazo. Entrada em 7,30 (próximo ao fechamento/pequeno recuo intradiário). Alvo em 8,30, região do topo anterior e projeção da banda superior. Stop em 6,70, abaixo do último fundo e da média móvel, invalidando o padrão de alta caso acionado.;2020_4_19;0
28;comprar;7.35;8.10;6.70;"O ativo voltou a apresentar topos e fundos ascendentes após a recuperação da região de 5,00 e mantém-se acima da média móvel de 20 períodos (linha central das Bandas de Bollinger), indicando retomada da força compradora. A banda superior está levemente se afastando, sugerindo expansão de volatilidade a favor da tendência de alta. O RSI segue em trajetória ascendente acima de 50, mas ainda abaixo da zona de sobrecompra, fornecendo margem para avanço adicional. O MACD está positivo, com linha principal acima da sinal; embora o histograma venha reduzindo, ele permanece acima de zero e confirma viés altista. A região de 7,30-7,40 funciona como resistência; a superação desse patamar (7,35) configurará rompimento válido, abrindo espaço para teste do topo anterior em 8,00-8,20. O stop foi posicionado abaixo do último fundo relevante e da média de 20 períodos (6,70), protegendo-se contra falso rompimento. O alvo em 8,10 oferece relação risco/retorno próxima de 1:1, atendendo critérios de gerenciamento de risco conservador.";2020_4_26;0
29;aguardar;0.00;0.00;0.00;O ativo segue em fase de consolidação pós-correção. Apesar do cruzamento de alta no MACD e de o RSI estar saindo da região de sobrevenda, ambos ainda operam abaixo de suas respectivas linhas de neutralidade (MACD < 0 e RSI < 50), indicando que a força compradora ainda não é dominante. O preço encontra resistência imediata na média de 20 períodos (centro das Bandas de Bollinger) e na faixa de 6,60-6,70, nível que não foi superado com fechamento. A banda superior se mantém descendente, sugerindo ausência de expansão de volatilidade favorável ao rompimento. Do lado de suporte, há zona relevante em 5,80-5,00, o que cria assimetria de risco pouco atraente para compras antecipadas. Portanto, o cenário de probabilidade favorece aguardar um fechamento acima de 6,70 (preferencialmente com aumento de volume) para considerar entrada compradora, ou, caso perca 5,80, avaliar operações de venda. Até que ocorra um desses gatilhos, a melhor postura é de espera.;2020_4_5;0
30;comprar;7.80;8.60;7.30;O ativo vem de topos e fundos ascendentes e acaba de renovar máxima, fechando sobre a banda superior de Bollinger com leve abertura das bandas – sinal típico de continuação após ‘squeeze’. A média de 20 períodos (linha central da Bollinger) serve de suporte dinâmico, ficando bem abaixo do preço. O RSI está em torno de 60-65, sugerindo força compradora sem ainda caracterizar sobrecompra, o que dá margem para mais alta. O MACD mantém linha azul acima da vermelha e histograma positivo, confirmando momentum positivo. O stop é posicionado abaixo do último fundo e da média de 20 (≈7,30), enquanto o alvo projeta 1 ATR acima da banda superior, região de 8,60, oferecendo relação risco/retorno próxima a 1,5:1.;2020_5_10;0
31;vender;8.05;7.50;8.55;O ativo apresentou forte movimento de alta, tocando e excedendo a banda superior de Bollinger, seguido de candle com longa sombra superior (padrão de exaustão do tipo ‘shooting star’), sinalizando rejeição de preços mais altos. O RSI está em zona de sobrecompra e começa a curvar-se para baixo, sugerindo perda de força compradora. No MACD, o histograma positivo diminui, indicando enfraquecimento do momentum. A probabilidade maior é de correção até a média móvel de 20 períodos (≈7,50). O stop-loss foi posicionado acima da máxima do candle de exaustão (≈8,55) para proteger o trade caso o preço retome a tendência. O risco-retorno estimado é de 1:1,1, dentro de critérios aceitáveis para operação de venda curta/take-profit de posição comprada.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo segue em clara tendência de alta, sustentado por médias ascendentes e MACD em terreno positivo. Entretanto, o candle mais recente formou-se próximo à banda superior de Bollinger, indicando preço esticado em relação à média de 20 períodos (gap de ~11 %). O RSI opera na região de sobrecompra, sugerindo risco aumentado de realização de lucros. O histograma do MACD começa a perder força marginalmente, sinalizando possível desaceleração do momentum. Dado o posicionamento alongado, a relação risco-retorno para novas compras neste patamar não é favorável, enquanto não há sinal gráfico de reversão que valide venda. Dessa forma, a melhor decisão probabilística, no momento, é aguardar um recuo até a média móvel ou um novo padrão de continuação/consolidação antes de considerar entrada.;2020_5_24;0
33;aguardar;0.00;0.00;0.00;"O ativo encontra-se em tendência primária de alta, porém passa por um movimento corretivo de curtíssimo prazo: (1) o candle mais recente rompeu a média de 20 períodos (linha laranja) intradiariamente e fechou próximo a ela, sinalizando perda de força compradora; (2) o MACD permanece em terreno positivo, mas as linhas azul e vermelha estão convergindo e o histograma já declina há vários pregões, aumentando a probabilidade de cross-over baixista; (3) o RSI saiu da região de sobrecompra, fez topo mais baixo e segue caindo, indicando enfraquecimento de momentum – não há sinal de sobrevenda que justifique entrada por reversão; (4) as Bandas de Bollinger continuam abertas, mas o preço não conseguiu renovar máximas na banda superior, criando possível divergência de preço x volatilidade; (5) não há configuração de candle de reversão (martelo/engolfo) confirmada na zona da média que valide tomada de posição comprada. Dado o risco de uma correção até a banda inferior (~6,50) e a ausência de gatilho claro de venda (tendência ainda de alta no médio prazo), o cenário de maior probabilidade é de consolidação ou recuo adicional. Assim, a atitude mais prudente é aguardar um sinal de força compradora (fechamento firme acima da máxima recente) ou confirmação de rompimento da média/banda inferior para pensar em venda.";2020_5_3;0
