;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;aguardar;210.00;235.00;205.00;O preço encontra-se próximo ao topo histórico (220–230) e a força do movimento (RSI) já caiu de níveis de sobrecompra, enquanto o MACD mostra barras decrescentes e possível cruzamento de baixa. A média móvel de 20 períodos funciona como suporte dinâmico (em torno de 210). Recomenda-se aguardar uma correção até esse nível para confirmar suporte antes de buscar posição comprada, com stop abaixo da média e alvo no rompimento da resistência histórica.;2020_12_27;0
11;aguardar;190.00;220.00;180.00;O ativo quebrou recentemente a região dos R$200 com volatilidade acima da média (Bandas de Bollinger em expansão) e MACD positivo, mas o RSI encontra-se sobrecomprado (>75). Há alto risco de pullback até o suporte dinâmico do MME20 ou faixa de R$185–190. Aguardar retração nesse patamar para entrada otimizada, com stop abaixo do suporte e alvo na próxima resistência em R$220.;2020_12_6;0
12;aguardar;31.00;34.00;30.00;O ativo está em forte tendência de alta, mas encontra-se no topo de Bollinger superior e em nível de RSI acima de 75 (zona de sobrecompra). O histograma do MACD apresenta sinais de esgotamento (diminuição dos bars), indicando possível correção de curto prazo até o suporte dinâmico da média móvel de 20 períodos. Aguardar uma retração até próximo a 31,00 para otimizar ponto de entrada, com alvo em novos máximos na região de 34,00 e stop abaixo de 30,00, respeitando o perfil de risco.;2020_1_12;0
13;aguardar;33.50;38.00;32.80;O papel está em forte tendência de alta, com topos e fundos ascendentes, mas vem sofrendo pull-back e o RSI já subtraiu de zona de sobrecompra. O histograma do MACD diminuiu, sinalizando perda momentânea de impulso. A região de ~33.50 coincide com a média móvel de 20 períodos e o meio das Bandas de Bollinger, atuando como suporte dinâmico. Aguardar este novo teste de suporte melhora a relação risco-retorno. Stop abaixo da mínima local em 32.80 e alvo na projeção da banda superior de Bollinger e extensão da perna de alta (~38.00).;2020_1_19;0
14;aguardar;39.50;43.00;37.50;O preço está atuando no limite superior das Bandas de Bollinger após forte movimento de alta, o RSI caiu do nível de sobrecompra (acima de 70) e o histograma do MACD apresenta barras decrescentes, sugerindo perda de momento. Recomendamos aguardar um pullback ou confirmação de rompimento claro acima de 39,50 com convergência de RSI e MACD antes de iniciar posição de compra.;2020_1_26;0
15;aguardar;29.00;32.00;27.00;O preço encontra-se esticado no limite superior das Bandas de Bollinger, com RSI acima de 70 indicando sobrecompra e histograma do MACD em redução de momento. Recomenda-se aguardar retração em direção à média móvel (BB middle/20 SMA em torno de 28–29) para um ponto de entrada mais favorável. Stop loss abaixo da média (27,00) e alvo em topo psicológico/resistência anterior (32,00).;2020_1_5;0
16;aguardar;57.00;65.00;54.00;O preço encontra-se em fase de consolidação após forte rally e correção de topo próximo a 65. O RSI retornou a zona neutra (50–60) e o MACD aponta desaceleração na força compradora (histograma em queda, embora ainda positivo). As bandas de Bollinger estão alargando, indicando aumento de volatilidade, mas sem definição de direção. Recomendamos aguardar confirmação de rompimento acima da resistência em 57 para validar nova perna de alta, com stop abaixo de 54 (suporte imediato) e alvo em 65 (antigo topo).;2020_2_16;0
17;aguardar;38.00;48.00;36.00;O papel está em forte tendência de alta, acima da banda superior de Bollinger e com o RSI próximo de sobrecompra (>70), indicando possível exaustão de curto prazo. O MACD segue positivo, mas acena para consolidação. Recomenda-se aguardar retração até a média móvel de 20 períodos (região de R$38,00) para otimizar a relação risco-retorno, com stop loss abaixo do suporte em R$36,00. O alvo de R$48,00 considera extensão do movimento, respeitando projeções de Fibonacci e tensão de alta no gráfico.;2020_2_2;0
18;aguardar;63.00;70.00;58.00;O papel vem de uma perna de alta forte e agora se encontra em consolidação após alcançar topo próximo a R$ 65,00. O RSI recuou da zona de sobrecompra e estabilizou-se em torno de 50, indicando falta de viés definido no curto prazo. O MACD ainda está positivo, mas a distância entre linha MACD e sinal diminuiu, sugerindo perda de momentum. As Bandas de Bollinger se alargaram e o preço ensaia acomodação no topo da banda superior. A estratégia recomenda aguardar um gatilho de continuar (breakout acima de R$ 63,00) antes de entrar, definindo alvo em R$ 70,00 (novo teste de resistência psicológica e limites superiores de band) e stop abaixo do suporte dinâmico (próximo a R$ 58,00).;2020_2_23;0
19;comprar;52.50;60.00;48.00;O papel corrigiu desde topo sem romper o suporte do meio das Bandas de Bollinger (MM20) e encontra forte zona de suporte em torno de R$48,00. O RSI mantém-­se em região neutra (próximo a 50) e o MACD continua positivo acima da linha de sinal, ainda que com redução de momento. Um fechamento acima de R$52,50 (resistência de curto prazo) confirma retomada de controle pelos compradores. Stop abaixo do último fundo em R$48,00 limita o risco e alvo em R$60,00 coincide com o topo anterior e a banda superior de Bollinger.;2020_2_9;0
20;aguardar;46.00;52.00;42.00;O preço está claramente em forte perna de baixa, abaixo da média móvel de 20 períodos e tocando a banda inferior de Bollinger, com RSI em zona de sobrevenda e MACD acelerando para baixo. Esses indicadores apontam para forte pressão vendedora e volatilidade aumentada. Recomenda-se aguardar formação de candle de reversão confiável (ex.: candle de força de alta com volume ou cruzamento positivo no MACD) antes de considerar entrada. Níveis-chave para iniciar operação seriam fechamento acima de 46,00, com alvo em 52,00 e stop em 42,00 para controlar risco.;2020_3_1;0
21;aguardar;0.00;0.00;0.00;O ativo encontra-se em forte tendência de baixa: preço abaixo da média móvel e da banda inferior de Bollinger, RSI em nível de sobrevenda sem divergência de alta clara e MACD ainda com histograma negativo. Não há sinal confiável de reversão ou confirmação de fundo — aguardar formação de pivô de alta, crossover do MACD ou candle de engolfo de alta acima da banda inferior antes de considerar entrada.;2020_3_15;0
22;aguardar;36.00;45.00;32.00;O preço ainda se mantém abaixo da média móvel de 20 períodos e da banda média de Bollinger, indicando tendência de baixa prevalente. O RSI, embora tenha saído da zona de sobrevenda, permanece abaixo de 50, sem confirmação de mudança estrutural de momentum. O MACD continua com histograma negativo e linhas abaixo do zero. Aguarda-se um rompimento claro da linha de tendência de baixa (próximo aos R$36,00) antes de buscar uma posição comprada, com target inicial na resistência em R$45,00 e stop loss abaixo do último pavio, em R$32,00.;2020_3_22;0
23;aguardar;38.00;45.00;32.00;O ativo permanece abaixo da média móvel de 20 períodos e ainda não rompeu a banda média superior de Bollinger de forma convincente. O RSI recuperou de zona de sobrevenda mas está na casa dos 50 pontos, sem viés claro de alta. O MACD, embora com histograma em redução de baixa, ainda está abaixo da linha zero, indicando que a pressão vendedora não foi completamente revertida. Recomendamos aguardar um fechamento acima de R$ 38,00 (teste de resistência e média móvel) para sinal validar compra, com stop em R$ 32,00 (suporte imediato) e alvo inicial em R$ 45,00 (resistência anterior).;2020_3_29;0
24;aguardar;0.00;0.00;0.00;O preço está abaixo da média móvel de referência e próximo da banda inferior de Bollinger, mas o momentum (MACD) ainda está negativo e não há cruzamento de alta confirmado. O RSI encontra-se ainda em região de sobrevenda (próximo a 30), porém sem formação clara de fundo duplo ou divergência de alta consolidada. A ausência de sinal de reversão técnico consistente recomenda aguardar confirmação de virada (fechamento acima da média móvel e/ou cruzamento altista no MACD) antes de estabelecer operação.;2020_3_8;0
25;comprar;38.50;47.00;34.00;O preço rompeu a média móvel de curto prazo e o canal descendente, apoiado pela confirmação de cruzamento altista no MACD e histograma voltando para positivo. O RSI está em cerca de 60, ainda abaixo de sobrecompra, indicando espaço para valorização. As bandas de Bollinger se expandem com viés de alta, sugerindo continuidade do movimento. O stop abaixo do suporte em 34,00 limita o risco e o alvo em 47,00 aponta para a próxima zona de resistência.;2020_4_12;0
26;comprar;51.50;58.00;48.00;O preço rompeu com volume o topo anterior próximo a 49, sustentado por MACD positivo e cruzamento altista confirmando aceleração de momentum. Está acima da média móvel de 20 períodos e as Bandas de Bollinger se ampliam, sinalizando continuidade do viés de alta. Embora o RSI esteja próximo da zona de sobrecompra (70), o conjunto dos indicadores aponta para nova perna de valorização. Stop abaixo do suporte em 48 e alvo projetado na banda superior em torno de 58.;2020_4_19;0
27;aguardar;51.00;58.00;41.00;O ativo está em consolidação lateral próxima à banda superior de Bollinger e acima da média móvel, com RSI no entorno de 65–70 indicando força mas já próximo de zona de sobrecompra. A MACD apresenta histograma em desaceleração, sugerindo perda de momentum. Por isso recomenda-se aguardar confirmação de rompimento claro acima de 51,00 para entrada, com alvo em resistência histórica nos 58,00 e stop_loss abaixo da média móvel relevante, em torno de 41,00.;2020_4_26;0
28;aguardar;36.00;42.00;30.00;O preço encontra-se ainda abaixo da média móvel e dentro da banda inferior de Bollinger, indicando que a tendência de curto prazo segue de baixa. O RSI saiu da zona de sobrevenda, mas ainda não confirmou força sustentável (ainda abaixo de 60) e o MACD mostra histograma negativo embora em atrito de alta. Recomendamos aguardar o rompimento claro da média móvel (≈36,00) com volume e convergência de RSI acima de 50 e MACD positivo antes de entrar, estabelecendo alvo na resistência de 42,00 e stop abaixo do suporte recente em 30,00.;2020_4_5;0
29;aguardar;57.00;63.00;53.00;O preço encontra-se próximo à banda superior de Bollinger após um movimento de alta e consolidação lateral entre R$48–R$57. O RSI em torno de 55–60 não indica condição de sobrecompra extrema, mas o MACD mostra achatamento do histograma, sinalizando perda momentânea de momentum comprador. A média móvel de 21 períodos ainda está ascendente, porém o teste da resistência em R$57–R$58 exige confirmação de rompimento com maior volume antes de entrar no trade. Aguarda-se a quebra convincente dessa zona de resistência para aumentar a probabilidade de continuação do movimento de alta e melhor relação risco-retorno.;2020_5_10;0
30;aguardar;56.00;62.00;52.50;O papel encontra‐se em consolidação lateral após forte perna de alta, com as Bandas de Bollinger se comprimindo e mostrando baixa volatilidade. O RSI estacionou em torno de 50, sem indicar sobrecompra ou sobrevenda, e o MACD está achatado próximo da linha zero, apontando para falta de impulso direcional. Assim, aguarda‐se confirmação de rompimento acima da resistência em 56,00 para entrada, com alvo em 62,00 e stop loss em 52,50.;2020_5_17;0
31;aguardar;56.00;62.00;52.00;O papel está em consolidação lateral entre a média móvel e a banda superior de Bollinger, com o RSI próximo de 65 e desacelerando e o MACD achatado acima do zero. Embora o viés de curto prazo ainda seja levemente altista, não há gatilho claro de continuação: aguardar um fechamento diário acima de 56,00 (resistência / banda superior) para confirmar o rompimento, com stop próximo ao suporte em 52,00 e alvo em torno de 62,00 (nova região de resistência histórica).;2020_5_24;0
32;comprar;48.00;60.00;43.00;O ativo vinha em forte tendência de alta e acaba de recuar até a média móvel de 20 períodos/middle Band de Bollinger, região que historicamente funciona como suporte dinâmico. O RSI saiu de sobrecompra e encontra-se ainda acima de 50, sugerindo que não entrou em viés baixista forte, enquanto o MACD mostra perda de momentum na correção mas sem cruzamento claramente vendedor. Nesse contexto, o pullback até ~48,00 pode ser aproveitado como ponto de entrada em continuidade da tendência, com alvo em novas máximas históricas (60,00) e stop abaixo da banda inferior de Bollinger (≈43,00) para proteger contra reversão mais profunda.;2020_5_3;0
33;aguardar;56.50;60.00;54.00;O papel encontra-se em consolidação lateral após um impulso de alta, com as Bandas de Bollinger se estreitando (volatilidade reduzida), SMA 20 achatada, RSI próximo de 55 (momentum neutro) e MACD com histograma achatado em torno de zero. Não há confirmação de rompimento de suporte ou resistência. Aguardar um fechamento acima de 56,50 para sinal de continuidade de alta (compra) ou abaixo de 54,00 para sinal de reversão (venda). Entrar em compra acima de 56,50 com alvo em 60,00 (máxima anterior) e stop em 54,00 para limitar o risco caso não haja follow-through.;2020_5_31;0
34;aguardar;67.50;75.00;64.00;O preço recuou bruscamente após atingir a banda superior de Bollinger, o que gerou um candle de reversão. O RSI já saiu da zona de sobrecompra (abaixo de 70) e sinaliza perda de momento de alta, enquanto o histograma do MACD mostra contração indicando enfraquecimento do movimento ascendente. Aguardaremos confirmação de continuidade de alta com fechamento acima dos 67,50 (topo anterior) para entrada. O stop fica abaixo do suporte em torno de 64,00 (média móvel e banda média de Bollinger), e o alvo é projetado em 75,00 (resistência psicológica e extensão de banda).;2020_6_14;0
35;aguardar;69.00;75.00;62.00;O ativo está em tendência de alta de curto/médio prazo, operando junto à banda superior de Bollinger e acima da média móvel, mas mostra sinais de consolidação lateral e ligeira redução de momentum (histograma MACD perdendo força e RSI estagnado abaixo de sobrecompra). Recomenda-se aguardar o rompimento claro da região de resistência em 69,00 para confirmar continuidade de alta, estabelecendo stop em 62,00 (próximo à média central das bandas) e alvo em 75,00, ponto de projeção da extensão do último impulso.;2020_6_21;0
36;vender;64.00;58.00;69.00;O preço testou o suporte do EMA20 (linha laranja) e começa a perder impulso, rompendo para baixo do meio das Bandas de Bollinger. O RSI cedeu da região neutra e sinaliza fraqueza, enquanto o MACD acaba de formar um cruzamento de baixa com histograma negativo. Esses fatores técnicos sugerem maior probabilidade de continuidade da correção em direção à banda inferior de Bollinger, próxima a 58.00, com stop acima do topo recente em 69.00.;2020_6_28;0
37;aguardar;60.50;65.00;57.50;O ativo vem consolidando na faixa dos 58–60 após um movimento de alta consistente, apoiado pelo SMA de 20 dias em viés de alta e toque frequente na banda superior de Bollinger. O RSI encontra-se em ~68, abaixo de sobrecompra, e o MACD mostra histograma achatado próximo da linha zero, indicando falta de impulso claro. Recomenda-se aguardar o rompimento limpo de resistência em 60,50 com volume, estabelecendo stop próximo ao suporte dinâmico em 57,50 (próximo à média de 20 períodos/banda média) e mirando o piso psicológico e técnica meta em 65,00.;2020_6_7;0
38;aguardar;88.00;105.00;82.00;O ativo encontra‐se em forte perna de alta, com preço estendido acima da banda superior de Bollinger e RSI em região de sobrecompra (>80), elevando o risco de pullback imediato. O MACD mostra momento positivo, mas o estiramento nos indicadores sugere esperar retração até próximo ao meio das bandas (ou ao suporte dinâmico da média móvel) antes de buscar entrada. Aguardaremos sinal de retomada de compra (ex.: candle de reversão ou RSI recuando e virando altista) na região de 88.00 para confirmar melhor ponto de risco/retorno.;2020_7_12;0
39;aguardar;108.00;120.00;102.00;O ativo está em forte tendência de alta, mas apresenta RSI acima de 75 indicando sobrecompra e o MACD mostra barras de histograma decrescentes, sinalizando perda de momentum. O preço encontra-se próximo à resistência formada pelo topo recente em cerca de 108. Para proteger contra um possível recuo, recomenda-se aguardar a confirmação de rompimento acima de 108, com stop abaixo de 102 (fechamento anterior), visando um alvo em 120, próximo à projeção de extensão de Fibonacci e ao alto histórico recente de volatilidade.;2020_7_19;0
40;aguardar;95.00;110.00;90.00;O preço rompeu para fora da Banda Superior de Bollinger e está revertendo em direção à média móvel de 20 períodos (aprox. R$ 95). O RSI saiu da condição de sobrecompra e já caiu para níveis neutros, indicando perda de força compradora. O histograma do MACD tende a diminuir, sinalizando enfraquecimento do momentum. Recomendamos aguardar a formação de um candle de suporte claro em R$ 95 ou um sinal de retomada (ex. candle de força e confirmação no RSI) antes de entrar no trade. Caso esse suporte não se mantenha, a região de R$ 90 passa a ser o stop natural de baixa.;2020_7_26;0
41;comprar;82.00;92.00;78.00;O papel rompeu com candle de alta acima da banda superior de Bollinger e mantém tendência de alta clara, com média móvel de 20 períodos apontando para cima. O MACD acaba de gerar crossover de alta e o histograma acelera positivo, indicando força compradora. Apesar do RSI estar acima de 70 (zona de sobrecompra), o movimento sugere continuação de trend. Stop abaixo do suporte em 78, visando relação risco/retorno aproximada de 1:2.;2020_7_5;0
42;comprar;110.00;120.00;100.00;O preço rompeu a faixa de consolidação lateral em torno de R$ 102–108, formando dois candles de força consecutivos e expandindo as Bandas de Bollinger. O RSI voltou a subir a partir de região neutra, sem indicar sobrecompra imediata, e o MACD exibiu crossover de alta com histograma crescente. Esses sinais convergentes apontam para retomada do momentum comprador.;2020_8_16;0
43;vender;96.00;88.00;102.00;O preço rompeu para baixo da média móvel de 50 períodos (linha amarela) e tocou a banda inferior de Bollinger, indicando fraqueza de curto prazo. O RSI caiu de zona de sobrecompra e está agora próximo de 45, sinalizando perda de momentum. O MACD apresentou crossover de baixa com histograma descendente, reforçando a pressão vendedora. Esses fatores técnicos sugerem maior probabilidade de continuação da queda.;2020_8_2;0
44;aguardar;125.00;155.00;115.00;O ativo rompeu com força a região dos 130 – 135, sustentado pelo alargamento das Bandas de Bollinger e pelo MACD em forte viés altista. No entanto, o RSI encontra-se em zona de sobrecompra (acima de 75), elevando o risco de correção. Recomenda-se aguardar uma retração para próximo da média móvel ou do meio das Bandas (por volta de 120 – 125) antes de entrar, garantindo um ponto de entrada mais favorável, com stop abaixo do suporte imediato (115) e alvo na extensão de R$ 155, onde se aproxima do topo histórico projetado.;2020_8_23;0
45;aguardar;135.00;170.00;120.00;Apesar do forte impulso de alta evidenciado pelo MACD em expansão e candles tocando o limite superior das Bandas de Bollinger, o RSI encontra-se acima de 70, configurando zona de sobrecompra. Além disso, o preço está muito distante da média móvel de 20 períodos, aumentando a probabilidade de pullback para a MME20 ou banda média antes de retomar a tendência de alta. Recomenda-se aguardar um recuo para região de R$135 (MME20/média das Bandas) e só então buscar entrada, com stop rígido abaixo de R$120 (suporte e banda inferior) e alvo inicial em R$170 (extensão do movimento de alta após suporte confirmado).;2020_8_30;0
46;vender;96.00;88.00;102.00;O papel rompeu o suporte lateral em torno de R$96,00 com candles de corpo cheio, exibindo momentum de baixa confirmado pelo cruzamento de alta do MACD para baixo da linha de sinal e histograma negativo crescente. O RSI caiu abaixo de 50, sinalizando perda de força compradora, e o preço está se posicionando junto à banda inferior de Bollinger, indicando viés de continuação do movimento de queda. O stop acima de R$102,00 limita risco próximo à média móvel que vem servindo de resistência, e o alvo em torno de R$88,00 coincide com suporte anterior e projeção de extensão da perna de baixa.;2020_8_9;0
47;aguardar;130.00;140.00;115.00;O ativo sofreu um forte repique de alta até a região de topo em R$170, seguido por um expressivo movimento de queda que levou o RSI de níveis extremamente sobrecomprados (>75) a patamares de sobrevenda (<30). A recuperação atual ainda ocorre abaixo da média móvel de referência (linha laranja) e dentro da banda inferior de Bollinger, sem confirmação de inversão (MACD ainda em viés negativo e abaixo da linha de sinal). Para reduzir o risco de falso pivô, recomenda-se aguardar confirmação de sustentação acima da média móvel e crossover de MACD antes de entrar em posição, fixando potencial entrada em R$130, com stop loss em R$115 e alvo inicial em R$140.;2020_9_13;0
48;aguardar;150.00;170.00;138.00;O ativo encontra-se em fase de consolidação após forte perna de alta e correção expressiva. As Bandas de Bollinger estão ainda relativamente apertadas, o preço oscila em torno da média móvel simples de 20 períodos, o RSI está em zona neutra (aproximadamente 45–55) e o MACD perdeu impulso e vem se estabilizando próximo da linha de zero. Não há confirmação de nova tendência de alta nem sinal de reversão definitiva de baixa. Recomenda-se aguardar a superação clara da resistência em R$150,00 com volume e expansão de banda para só então ingressar no trade, estabelecendo stop abaixo do suporte imediato em R$138,00 e mirando retorno até antigos topos em R$170,00.;2020_9_20;0
49;aguardar;142.00;155.00;125.00;O ativo testou recentemente a banda inferior de Bollinger e reverteu em candle de força moderada, com RSI subindo de patamares de sobrevenda (~30) e MACD ainda em terreno negativo, mas com sinal de convergência. No entanto, a média móvel de 20 períodos atua como resistência dinâmica em torno de 142 . Para aumentar a probabilidade de sucesso, recomenda-se aguardar confirmação de rompimento acima da MM20 e de crossover positivo no MACD antes de entrar. O stop em 125 protege contra extensão da correção, e o alvo em 155 corresponde a zona de resistências anteriores e topo de banda superior.;2020_9_27;0
50;aguardar;140.00;160.00;135.00;O ativo sofreu forte pullback depois de estender o movimento de alta até ~170 e agora testa a média móvel de 20 períodos (suporte dinâmico). O RSI saiu da zona de sobrecompra e oscila na região neutra (~50), enquanto o MACD apresenta queda no histograma e sinaliza perda de momento comprador. Diante dessa fraqueza, recomenda-se aguardar fechamento claro acima de 140 para confirmar retomada da força e só então entrar em compra, com stop abaixo do suporte em 135 e alvo na região de topo anterior em 160.;2020_9_6;0
51;aguardar;258.00;275.00;250.00;O ativo está em tendência de alta, mas se aproxima da banda superior de Bollinger e o RSI oscila próximo de sobrecompra (70), enquanto o MACD mostra achatamento de momentum. Recomenda-se aguardar um pullback até região de suporte em torno da média móvel de 20 períodos (~258) para otimizar ponto de entrada, com alvo em nova extensão de máximas e stop abaixo do suporte anterior.;2021_10_10;0
52;comprar;283.00;296.00;276.00;O preço rompeu o topo anterior na faixa de 282, impulsionado por forte inclinação da média móvel de 20 períodos (linha laranja) e bandas de Bollinger se expandindo. O MACD está acima da linha de sinal com histograma crescente, indicando aceleração de momentum altista. Apesar do RSI próximo de 75 sinalizar condição de leve sobrecompra, em tendência definida esse nível sugere continuidade do movimento. O stop é posicionado abaixo do último pivô de suporte em torno de 276,00, e o alvo está projetado em extensão até 296,00, próximo à resistência psicológica e ao limite superior do canal de preço.;2021_10_17;0
53;aguardar;280.00;305.00;270.00;O preço está em máximas históricas e encostado na banda superior de Bollinger, enquanto o RSI encontra-se acima de 80 (região de sobrecompra) e o MACD apresenta forte inclinação positiva e divergência, indicando sobreextensão do movimento. A probabilidade de uma correção de curto prazo é elevada. Recomenda-se aguardar retração até a média móvel de 20 períodos ou banda média (aprox. 280,00) para então considerar entrada com stop abaixo do suporte imediato (270,00) e alvo na região dos topos anteriores (305,00).;2021_10_24;0
54;comprar;258.00;275.00;250.00;O ativo está em tendência de alta bem definida, com sequência de topos e fundos ascendentes. O preço encontra-se acima da média móvel de 20 períodos, que tem funcionado como suporte dinâmico. As Bandas de Bollinger começaram a se expandir após consolidação, indicando potencial de continuidade do movimento. O RSI está em ~65, abaixo da zona de sobrecompra, o que deixa espaço para nova perna de valorização. O MACD está levemente positivo, sugerindo que o momentum comprador ainda não se exauriu. Coloca-se o stop loss logo abaixo da média móvel e da banda inferior (≈250) e o alvo de lucro próximo à resistência dinâmica da banda superior, em torno de 275.;2021_10_3;0
55;aguardar;290.00;320.00;280.00;O ativo encontra-se em forte rali, com preço ampliando-se além da banda superior de Bollinger e RSI acima de 80, indicando condição de sobrecompra e risco elevado de pullback. O MACD também está extremamente esticado, sem sinais de divergência negativa ainda, mas sem força adicional de compra comprovada. Recomenda-se aguardar retração até a média móvel de 20 períodos (aprox. 290) para confirmação de suporte, definindo stop abaixo desta e alvo de lucro em 320, patamar de resistência anterior.;2021_10_31;0
56;aguardar;360.00;420.00;340.00;O preço sofreu uma correção acentuada desde o topo em 450, recuando até o meio das Bandas de Bollinger e testando a média móvel central (≈350). O RSI caiu de zona de sobrecompra (acima de 80) para patamares médios (≈55), perdendo impulso de alta, e o MACD formou um cruzamento de baixa, com histograma virando negativo. Esses sinais apontam para fraqueza de curto prazo e necessidade de confirmação antes de retomar a tendência de alta. Recomenda-se aguardar sinal de reversão mais claro (fechamento acima de 360) antes de buscar entrada. O alvo de lucro fica próximo à banda superior (≈420) e o stop deve ficar abaixo do suporte recente em 340.;2021_11_14;0
57;aguardar;400.00;440.00;350.00;O ativo formou forte perna de alta seguida por forte correção. Atualmente encontra-se em consolidação entre aproximadamente 350–400, com RSI ainda abaixo de 50 e MACD em histograma negativo, indicando momento de baixa. A média móvel de 20 períodos está sendo testada e as Bandas de Bollinger se contraem, sinalizando ausência de direcionalidade clara. Recomenda-se aguardar confirmação de rompimento acima de 400 (quebra de resistência e reversão de momento) antes de entrar, delimitando stop em 350 (suporte) e alvo na região de 440 (resistência anterior).;2021_11_21;0
