;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
15;aguardar;0.00;0.00;0.00;O ativo permanece em forte tendência de alta, sustentado por candles acima da média móvel de 20 períodos e da banda média de Bollinger. Contudo, o preço está esticado – fechamentos consecutivos fora da banda superior e distância relevante da média – aumentando a probabilidade de correção à média. O RSI opera em patamar sobrecomprado (≈70) e desenha topos descendentes enquanto o preço faz topos ascendentes, configurando divergência baixista. O histograma do MACD também perde força, apontando para possível convergência das linhas e arrefecimento do momentum. Esses sinais aumentam o risco de entrada nesse ponto e reduzem a relação risco/retorno para compras, enquanto a venda contra-tendência possui probabilidade desfavorável. Assim, o cenário mais prudente é aguardar: 1) uma correção até a região da média de 20 períodos ou suporte intermediário para avaliar nova compra, ou 2) confirmação de reversão (perda da média + cruzamento baixista do MACD) para eventual venda. No preço atual, nenhuma das duas condições está confirmada.;2020_1_26;0
16;aguardar;0.00;0.00;0.00;O ativo encontra-se em forte tendência de alta, mas com sinais crescentes de exaustão desde a última pernada: 1) Preço esticado na banda superior de Bollinger e afastado da média móvel, aumentando a probabilidade de pullback/mean reversion. 2) RSI acima de 70 indica condição de sobrecompra e começa a curvar-se para baixo, sugerindo perda de força compradora (potencial divergência se fizer topo mais baixo). 3) MACD está positivo, porém o histograma vem diminuindo e as linhas aproximam-se de um cruzamento de baixa, o que reforça a perda de momentum. Sem confirmação clara de reversão (perda do suporte mais recente ou cruzamento efetivo do MACD) não há boa relação risco/retorno nem para novas compras nem para um short antecipado. O cenário técnico recomenda aguardar sinal mais definido antes de assumir posição.;2020_1_5;0
17;aguardar;0.00;0.00;0.00;"O ativo mantém tendência primária de alta (preço acima da média curta e dentro de canal ascendente), porém apresenta sinais claros de exaustão de curto prazo: 1) grande candle com longa sombra superior indica forte rejeição na região de topo (~66); 2) o RSI perdeu a região de sobrecompra e oscila próximo de 60, configurando divergência de momentum frente ao topo anterior; 3) o MACD permanece positivo, mas o histograma vem decrescendo consistentemente, sugerindo perda de força compradora e possibilidade de cruzamento de linha de sinal nas próximas barras. Enquanto o preço não superar o topo recente (≅57) com volume/momentum crescente ou recuar até suporte relevante (≈48 ou média de 21 períodos) para novo sinal de força, o risco-retorno não se mostra atrativo. Melhor aguardar definição antes de iniciar posição.";2020_2_16;0
18;aguardar;0.00;0.00;0.00;O ativo segue em clara tendência de alta, negociado acima da média móvel de 20 períodos e com candles fechando consistentemente fora da banda superior de Bollinger, evidenciando forte momentum comprador. Contudo, o RSI opera acima da zona de 70, indicando condição de sobrecompra e aumento do risco-retorno para novas entradas. O MACD permanece comprado, mas já atinge patamares historicamente esticados, podendo iniciar processo de perda de força (diminuição do histograma). A assimetria atual favorece correções ou consolidação de preços antes de oferecer novo ponto de compra com relação risco/retorno mais favorável. Portanto, recomenda-se aguardar por pullback até a média/banda média de Bollinger ou sinal claro de reversão antes de posicionar-se.;2020_2_2;0
19;aguardar;0.00;0.00;0.00;O ativo permanece em forte tendência de alta, mas apresenta sinais de exaustão de curto prazo: (1) preço muito esticado e operando na faixa superior das Bandas de Bollinger, mais de 2 desvios-padrão acima da média, o que historicamente aumenta a probabilidade de pullback. (2) Candle recente com longa sombra superior indica rejeição na máxima (~66), sugerindo pressão vendedora. (3) RSI saiu da região de sobrecompra (>70) e faz topos descendentes, configurando possível divergência de momentum. (4) MACD continua positivo, porém o histograma perde força, outro indício de enfraquecimento. (5) A distância de ~15% até a média móvel base (20 períodos) deteriora a relação risco/retorno para novas compras, enquanto a tendência principal ainda não oferece sinal claro para venda. Diante desse conjunto, o cenário mais prudente é aguardar ou, para quem já carrega posição, considerar ajuste parcial/stop gain e monitorar um recuo até a média ou banda média antes de buscar nova entrada.;2020_2_23;0
20;aguardar;0.00;0.00;0.00;"O ativo vem de um rally parabólico, evidenciado por candles de corpo longo fora da banda superior de Bollinger e forte inclinação da média curta. Após o pico acima de 60, surgiram candles de exaustão (sombras longas e corpo reduzido), seguidos por três dias de correção que ainda mantêm o preço distante da média curta.  
• Bollinger: abertura extrema das bandas; preço deixou de fechar fora da banda superior e começa a retornar em direção à média, sinalizando perda de força compradora e risco de mean-reversion.  
• RSI: saiu da região de sobrecompra (>70) e cai para próximo de 60, sinalizando divergência negativa (preço faz novos topos, RSI não). Ainda não entrou em zona neutra (<55), indicando que o ajuste pode continuar.  
• MACD: barras do histograma diminuem, mostrando enfraquecimento do momentum; linha MACD começa a convergir para a signal, sugerindo possível cruzamento de baixa nas próximas sessões.  
• Price action: sequência de topos descendentes nos últimos candles e aumento de volatilidade indicam distribuição. Entretanto, a tendência primária segue de alta, pois o preço está bem acima da média curta e não houve rompimento convincente de suporte.  
Conclusão: há maior probabilidade de continuação da correção ou consolidação antes de uma nova perna de alta. Entrar comprado agora oferece relação risco/retorno desfavorável; vender a descoberto contra a tendência primária apresenta risco elevado. O cenário mais prudente é aguardar definição – idealmente um pullback até a média móvel com sinal de retomada (setup de compra) ou a perda clara de suporte/linha de tendência (setup de venda).";2020_2_9;0
21;vender;45.00;37.00;54.00;"1) Quebra decisiva da média móvel curta (linha laranja), sinalizando reversão da tendência de alta para baixa.
2) Fechamento abaixo da banda média de Bollinger com expansão das bandas, indicando aumento de volatilidade e força vendedora.
3) MACD cruzado para baixo com histograma ampliando em terreno negativo, confirmando momento baixista.
4) RSI abaixo de 50 e retornando da zona de sobrevenda sem conseguir romper 50, evidenciando perda de força compradora.
5) Ausência de padrão de reversão ou sinal de exaustão de venda; próximo suporte relevante situa-se na região de 36-38, que coincide com a projeção da banda inferior e antigo patamar de congestão.
Dessa forma, o cenário de maior probabilidade é de continuidade do recuo. Entrada sugerida em torno de 45,00, alvo na zona de suporte 37,00 e stop acima do gap/último topo relativo em 54,00.";2020_3_1;0
22;aguardar;0.00;0.00;0.00;"1) Tendência primária virou de alta para baixa: o preço rompeu a média móvel curta (aprox. 20 períodos) e permanece abaixo dela, que agora inclina-se para baixo. 2) Momentum ainda negativo: MACD segue abaixo da linha-zero, com histograma em território negativo e sem sinal de cruzamento de alta; isso indica que a força vendedora ainda predomina. 3) RSI em condição de sobrevenda, mas sem divergência ou sinal de reversão confirmado; repiques técnicos costumam ocorrer, porém sua confiabilidade é baixa enquanto não houver fechamento acima da média ou rompimento de topos recentes. 4) Banda de Bollinger: o candle mais recente apenas retornou da banda inferior — típico ‘rebound’ após estiramento, mas não configura padrão de reversão (ex.: fundo duplo, martelo confirmado, etc.). 5) Relação risco/retorno desfavorável para venda nova, pois o ativo já cedeu forte; compra antecipada é prematura porque o cenário ainda é de tendência de baixa. Diante desse conjunto, a conduta mais prudente é aguardar definição (fechamento acima da média e sinal claro de reversão) antes de montar posição.";2020_3_15;0
23;aguardar;0.00;0.00;0.00;"O ativo permanece em tendência de baixa. Os candles seguem abaixo da média móvel curta (linha laranja) e da banda média de Bollinger, sinalizando que o movimento corretivo atual ainda é contra-tendência. 

RSI: mantém-se em região de sobrevenda (<30) com leve repique, mas sem romper o nível de 30 nem formar divergência clara; portanto, não há sinal consistente de reversão. 

MACD: histogramas continuam negativos e as linhas (azul vs. vermelha) seguem abertas para baixo, sem cruzamento de compra. A perda de força vendedora é incipiente e insuficiente para caracterizar virada. 

Bollinger Bands: após tocar a banda inferior, o preço recuou levemente para dentro do canal; contudo, ainda não houve fechamento acima da média de 20 períodos – condição mínima para considerar compra. 

Candles: o último candle de alta não invalidou topos e fundos descendentes e carece de volume expressivo (não exibido, mas inferido pela volatilidade). 

Em suma, os principais indicadores permanecem alinhados ao viés baixista e o repique atual não apresenta confirmação de força. Entrar comprado expõe a risco elevado, enquanto entrar vendido após um movimento já esticado aumenta a probabilidade de short squeeze. O cenário gráfico sugere ficar de fora até que: (a) ocorra rompimento da média de 20 períodos com MACD cruzando para cima (viés de compra) ou (b) surja um pullback falho com nova perda de mínimas, favorecendo venda com melhor relação risco/retorno.";2020_3_22;0
24;comprar;36.00;45.00;29.00;1) O preço recuou até a banda inferior de Bollinger e formou um fundo ascendente, sinalizando exaustão da pressão vendedora e início de repique. 2) RSI saiu da região de sobrevenda (<30) e rompeu a linha de 30 pontos, configurando divergência positiva em relação ao último fundo de preço. 3) MACD apresenta convergência: histograma perde força negativa e a linha MACD começa a se curvar para cima, antecipando cruzamento de alta sobre a linha de sinal. 4) A superação da máxima recente (≈36,00) aumenta a probabilidade de continuação do pull-back até a média móvel de 20 períodos (≈42,00) e a banda central, com resistência secundária em 45,00. 5) Stop técnico abaixo do último fundo (≈29,00) preserva relação risco/retorno de ~1:1,5, adequada para operação de curto prazo em cenário de reversão tática.;2020_3_29;0
25;vender;50.00;44.00;53.50;O papel apresenta correção após forte rally: 1) Preço trabalha abaixo da média móvel curta (centro das Bandas de Bollinger), indicando que a tendência de curto prazo virou para baixa. O candle mais recente falhou ao romper essa média e deixou corpo negativo, confirmando rejeição. 2) Bandas de Bollinger começam a abrir para baixo, sugerindo aumento de volatilidade em movimento descendente. 3) RSI permanece abaixo de 50 e se mantém em região de baixa sem divergência de alta, evidenciando falta de força compradora. 4) MACD cruzado para venda há alguns pregões, linhas seguem afastando-se e histograma se aprofunda no campo negativo, reforçando momentum vendedor. 5) Próximo nível técnico relevante é a região de antigo gap e banda inferior ~44, que servirá de alvo/apoio. O stop fica acima do topo recente e da média, em 53,50, onde o cenário de continuidade baixista seria invalidado. A relação risco/retorno aproximada é 1:1,8, compatível com a configuração de força vendedora atual.;2020_3_8;0
26;comprar;38.50;46.00;33.00;"O ativo mostrou inversão de tendência de curto prazo após formar fundo duplo próximo à região de 25–27 e voltar a registrar topos e fundos ascendentes. O candle de fechamento rompeu e ficou acima da média móvel de 20 períodos (linha laranja) e do centro das Bandas de Bollinger, sugerindo retomada da força compradora. A banda inferior já se arqueia para cima e as bandas começam a se abrir, indicando possível expansão de volatilidade em favor da alta. 

O RSI saiu da zona de sobrevenda, superou a linha dos 50 e trabalha em torno de 65, confirmando momentum positivo sem estar sobrecomprado. O MACD apresentou cruzamento de linha rápida (azul) sobre a lenta (vermelha) com histograma já positivo, reforçando o viés de alta.

Entrada sugerida no patamar de 38,50 (próximo ao fechamento). Alvo primário em 46,00, onde há resistência histórica (gap e congestão prévia). Stop‐loss em 33,00, abaixo do último fundo ascendente e da banda inferior, oferecendo relação risco/retorno aproximada de 1 : 1,6.";2020_4_12;0
27;comprar;50.00;58.00;45.00;O ativo retomou uma estrutura de topos e fundos ascendentes e está operando acima da média móvel de 20 períodos, colado à banda superior de Bollinger — sinal clássico de força compradora. O MACD exibiu cruzamento de linha de sinal para cima com histograma crescente, reforçando momentum positivo. O RSI se mantém acima de 60, indicando força, mas ainda sem divergência baixista. A expansão das bandas sugere continuação de volatilidade em favor da tendência. O alvo de R$ 58,00 corresponde à faixa de resistência anterior/próximo gap, enquanto o stop em R$ 45,00 está abaixo do último fundo relevante e da média móvel, preservando relação risco/retorno ≈ 1,6.;2020_4_19;0
28;aguardar;0.00;0.00;0.00;O preço segue em tendência de recuperação, porém opera encostado na banda superior de Bollinger, enquanto as bandas começam a estabilizar-se, sugerindo perda de força compradora. O RSI permanece acima da região de 70 – nível de sobrecompra – e já apresenta leve divergência de baixa (RSI lateralizando enquanto o preço não faz novas máximas relevantes). No MACD, a linha rápida ainda está acima da lenta, mas o histograma vem diminuindo há vários pregões, indicando enfraquecimento do momentum e possível cruzamento de baixa nas próximas barras. Esses sinais combinados apontam para risco de correção no curto prazo e relação risco-retorno desfavorável para novas compras neste ponto. Por outro lado, ainda não há gatilho técnico claro para venda descoberto, já que o preço continua acima da média central da banda (provável MM20) e não houve rompimento de suportes. Portanto, a recomendação é aguardar: monitorar um recuo até a região da média (≈42–44) ou, alternativamente, um rompimento consistente acima da resistência em torno de 52, com aumento de volume, antes de iniciar nova posição.;2020_4_26;0
29;aguardar;0.00;0.00;0.00;Apesar do repique recente, o ativo permanece abaixo da média móvel curta (linha laranja) e do eixo central das Bandas de Bollinger, indicando que o viés principal ainda é de baixa. O RSI saiu da região de sobrevenda, mas ainda oscila próximo da linha dos 50 pontos, sem romper a zona de força compradora. O MACD mostra convergência positiva e histograma reduzindo a pressão vendedora, porém as linhas ainda não cruzaram para território positivo. Sem o rompimento convincente da resistência imediata na região da média (≈ 38) e sem confirmação dos osciladores, o setup de reversão não está completo, tornando a relação risco/retorno desfavorável para compras neste momento e precoce para vendas adicionais. Preferimos aguardar sinal mais claro de tendência antes de posicionar.;2020_4_5;0
30;aguardar;0.00;0.00;0.00;"O ativo vem de forte recuperação após fundo em torno de 27, estabelecendo topos e fundos ascendentes e mantendo-se acima da média de 20 períodos (linha central das Bandas de Bollinger). Contudo: (1) o preço encontra-se próximo da banda superior e de resistência relevante na faixa de 57–60, zona onde houve rejeição recentemente; (2) o RSI recuou do patamar de sobrecompra e gira perto de 55, sem sinal claro de força compradora ou vendedora; (3) o MACD, embora ainda positivo, apresenta histograma decrescente e cruzamento de linha rápida abaixo da lenta, indicando perda de momentum. O conjunto sugere consolidação/aperto de bandas, sem gatilho confirmado de rompimento ou reversão. Dessa forma, a relação risco-retorno não é favorável neste momento, sendo mais prudente aguardar: a) rompimento consistente acima de 60 para compra, ou b) perda da média de 20/Bollinger média para venda. Enquanto isso, manter posição neutra.";2020_5_10;0
31;aguardar;0.00;0.00;0.00;O ativo encontra-se em consolidação lateral entre ~50 e ~57 após forte recuperação. As bandas de Bollinger se estreitam, sinalizando redução de volatilidade e possível movimento direcional futuro, mas ainda sem rompimento. RSI recua da zona de sobrecompra e oscila próximo de 50-55, indicando força neutra. O MACD mostra perda de momentum: histograma decrescente e linhas convergentes, sugerindo exaustão do impulso comprador. Como não há confirmação de rompimento nem sinal de reversão clara, a relação risco/retorno é desfavorável para entrada imediata. Aguardar rompimento da resistência (~57/58) para compra ou perda do suporte (~50) para venda aumentaria a probabilidade de sucesso.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo encontra-se em consolidação estreita, evidenciada pelo afunilamento das Bandas de Bollinger e candles de corpo curto próximos à média de 20 períodos. O RSI está acima de 50, porém sem força para entrar em sobrecompra, indicando momentum apenas moderado. O MACD acabou de gerar cruzamento de linha rápida abaixo da linha de sinal, com histograma levemente negativo, sugerindo perda de ímpeto comprador. Não há rompimento claro nem de topo (≈57–58) nem de fundo (≈51), o que deixa o risco-retorno desfavorável para compras e vendas. Assim, a melhor postura, baseada nas probabilidades, é aguardar um rompimento com volume que valide nova tendência antes de assumir posição.;2020_5_24;0
33;vender;49.50;42.00;56.00;"1) Candlestick: formação de candle de forte rejeição próximo à banda superior de Bollinger, acompanhada de gap anterior, caracterizando padrão de exaustão.
2) Bollinger Bands: o preço voltou rapidamente à média de 20 períodos; perda dessa média tende a acelerar realizações até a banda inferior (região ≈42,00).
3) RSI: saindo de região de sobrecompra e rompendo a linha de 60 para baixo, indicando perda de força compradora.
4) MACD: histograma desacelera e a linha MACD (azul) aproxima-se de cruzamento negativo com a linha de sinal (vermelha), sugerindo reversão de momentum.
5) Tendência primária ainda é de alta, porém sinais de curto prazo apontam probabilidade maior de correção. A relação risco/retorno fica atrativa para operação de venda curta entre 49-50, com alvo no próximo suporte relevante (≈42) e stop técnico acima do topo recente (≈56).";2020_5_3;0
34;aguardar;0.00;0.00;0.00;O papel encontra-se em congestão horizontal entre ~52,00 e 57,50 após forte movimento de alta. As Bandas de Bollinger estão estreitando (squeeze), indicando perda de volatilidade e possível movimento explosivo adiante, porém sem direção definida no momento. 1) Preço trabalha dentro da banda superior, mas sem romper a resistência de 57,50. 2) RSI recuou de região sobrecomprada e oscila próximo a 50, sinalizando ausência de força compradora ou vendedora clara. 3) MACD perdeu inclinação positiva e as linhas estão próximas do eixo zero, sem cruzamento relevante. Diante da falta de gatilho direcional e do risco de falso rompimento, a melhor postura é aguardar definição: compra apenas acima de 57,50 (com alvo em 65,00 e stop em 51,90) ou venda abaixo de 52,00 (alvo 46,00, stop 57,60). Como nenhum desses níveis foi acionado, a recomendação é aguardar.;2020_5_31;0
