;recomendacao;preco_entrada;alvo_lucro;stop_loss;justificativa_tecnica;data;count
10;aguardar;0.00;0.00;0.00;O ativo encontra-se em consolidação: macrotendência ainda de alta, porém a secundária e a micro são laterais há cerca de três meses, formando range entre 12,80 (suporte) e 13,80/14,00 (resistência). O preço está no miolo do range, praticamente sobre a MMS20 plana, com Bandas de Bollinger muito estreitas (contracção de volatilidade). O RSI está em torno de 45, zona neutra, sem indicar sobrecompra ou sobrevenda. O MACD oscila próximo da linha zero, sem divergências ou impulso direcional. Sem confluência clara de força compradora ou vendedora e relação risco/retorno desfavorável no ponto atual, a melhor decisão é aguardar: 1) rompimento confirmado de 13,80 para compras, ou 2) retorno a 12,80 para compras suporte/possível venda se houver rompimento para baixo.;2020_12_20;0
11;aguardar;0.00;0.00;0.00;"O ativo permanece preso em consolidação entre 12,80 (suporte) e 13,80 (resistência) há várias semanas. A MMS20 está praticamente horizontal, sinalizando ausência de tendência definida; o preço oscila levemente abaixo dela, sem confirmação de força compradora. As Bandas de Bollinger estão estreitas, indicando compressão de volatilidade e iminência de rompimento, mas sem direção predominante. O RSI recuou para a faixa neutra-baixista (≈40–45), afastado de sobrecompra ou sobrevenda, sugerindo fraqueza de momentum. O MACD encontra-se com linhas e histograma muito próximos ou abaixo da linha zero, confirmando falta de impulso direcional. A confluência desses fatores aponta para equilíbrio entre compradores e vendedores, sem edge estatístico favorável no momento; a melhor postura é aguardar rompimento claro do range para, então, avaliar trade direcional com melhor relação risco/retorno.";2020_12_27;0
12;comprar;13.70;14.70;12.90;Macro ainda de alta, secundária lateral e micro retomando topos e fundos ascendentes. Preço trabalha ligeiramente acima da MMS20, que voltou a apontar para cima. MACD acaba de cruzar a linha de sinal de baixo para cima próximo da linha zero, com histograma virando positivo – sinal de retomada de momentum comprador. RSI em torno de 55, saindo da região neutra para cima, sem sobrecompra, reforçando espaço para avanço. Bandas de Bollinger estão comprimidas e o preço se sustenta na metade superior do range, indicando potencial de breakout para o topo da congestão. Confluência sugere entrada compradora no rompimento da máxima recente (13.70), com alvo na resistência/ banda superior em 14.70 e stop abaixo do último fundo relevante em 12.90.;2020_12_6;0
13;aguardar;0.00;0.00;0.00;"Tendência primária, secundária e de curto prazo permanecem de alta (topos e fundos ascendentes), porém o preço opera colado à banda superior de Bollinger e já bastante afastado da MMS20, indicando extensão. O RSI recuou da zona de sobrecompra (>70) para a região de 60-65, sinalizando perda de força compradora sem ainda entrar em sobrevenda; o MACD segue positivo, mas com histograma em contração, sugerindo desaceleração do momentum. Com risco/retorno desfavorável para novas compras no pico e ausência de gatilho claro de reversão para venda, a melhor decisão é aguardar um pullback até região próxima à MMS20/suporte (≈5,90) ou um novo sinal de força para entrar na tendência.";2020_1_12;0
14;comprar;6.45;7.30;5.90;"A estrutura de preço mantém topos e fundos ascendentes nos períodos macro, secundário e de curto prazo, configurando tendência dominante de alta. O candle atual trabalha acima da MMS20, que segue inclinada positivamente, reforçando o viés comprador. Apesar de a volatilidade ter se expandido, o preço recuou levemente da banda superior de Bollinger e volta a ganhar tração, sugerindo continuação do movimento caso supere a resistência imediata de 6,40/6,45. O RSI deixou a zona de sobrecompra e se estabiliza na faixa de 55–60, apontando espaço para novo avanço antes de voltar a extremos; o MACD permanece acima da linha zero, com linhas convergentes mas ainda positivas, indicando perda de fôlego moderada, não reversão. A confluência de: (1) tendência primária de alta, (2) preço sustentado acima da MMS20, (3) potencial rompimento de resistência recente e (4) indicadores sem sinal de divergência baixista relevante, favorece entrada compradora no rompimento de 6,45. O stop é posicionado abaixo do último fundo relevante e da MMS20 (5,90), enquanto o alvo projeta a amplitude do último impulso sobre a resistência, em 7,30, oferecendo relação risco/retorno de aprox. 1,5 para 1.";2020_1_19;0
15;aguardar;0.00;0.00;0.00;"O ativo segue em firme tendência de alta nos prazos macro, secundário e micro, exibindo sequência de topos e fundos ascendentes. O preço está acima da MMS20, que apresenta forte inclinação positiva, corroborando a força compradora. Contudo, o último candle tocou/ultrapassou a banda superior de Bollinger, caracterizando um movimento esticado; o RSI encontra-se em patamar elevado (próximo de 60-65), ainda fora da região de sobrecompra, mas sem margem confortável para compras imediatas. Paralelamente, o MACD permanece acima da linha zero, porém o histograma vem diminuindo, indicando perda de momentum. A proximidade com resistência imediata (≈6,60) somada à falta de suporte técnico curto torna o risco elevado para entradas neste ponto. Assim, a relação risco/retorno não é favorável agora; a preferência é aguardar um pullback até a zona de suporte dinâmica na MMS20/banda média (≈6,00–6,15) ou novo sinal de força antes de iniciar posição.";2020_1_26;0
16;aguardar;0.00;0.00;0.00;O ativo mantém tendência macro e secundária de alta (topos e fundos ascendentes), porém o curtíssimo prazo mostra correção após forte rali. O preço ainda negocia acima da MMS20 ascendente, mas perdeu força depois de tocar a banda superior de Bollinger. O RSI recuou da zona de sobrecompra para a região de 60, sinalizando diminuição do momentum. O MACD permanece positivo, porém com histograma decrescente e linhas convergindo, indicando provável perda de tração compradora e risco de um cruzamento de baixa. Essa divergência entre tendência ainda altista e sinais de exaustão sugere probabilidade maior de consolidação ou pullback até a região de suporte (≈5,75–5,85) antes de novo impulso. Como o ponto de entrada atual oferece relação risco/retorno desfavorável e não há sinal claro de retomada do movimento, a decisão mais prudente é aguardar setup de compra em pullback à MMS20/banda central ou confirmação de força no rompimento do topo recente (≈6,25), quando novos parâmetros de risco poderão ser definidos.;2020_1_5;0
17;aguardar;0.00;0.00;0.00;O ativo mantém tendência de alta clara nos horizontes macro, secundário e micro, com topos e fundos ascendentes e preço muito acima da MMS20, que apresenta forte inclinação positiva. Contudo, o último candle fechou bem fora da banda superior de Bollinger, indicando forte extensão (price stretch). O IFR14 está em sobrecompra (>80) e o MACD, embora firmemente positivo, mostra aceleração máxima do histograma – um ponto historicamente suscetível a realização parcial. Essa confluência (RSI sobrecomprado, preço fora da banda superior e distância grande da MMS20) sinaliza risco elevado de pullback de curto prazo, tornando o ponto atual desfavorável para novas compras e arriscado para venda contra a tendência. Assim, a melhor relação risco/retorno no momento é aguardar um recuo ou consolidação para buscar entrada compradora mais próxima de suporte (região de 6,60–6,80, perto da MMS20) ou nova estrutura de continuação.;2020_2_16;0
18;aguardar;0.00;0.00;0.00;"Tendência macro e secundária seguem de alta (topos e fundos ascendentes), porém a microtendência virou para baixa após três candles fortes de correção que romperam a MMS20. O preço se aproxima da banda inferior de Bollinger, mas ainda não há sinal de exaustão. O RSI saiu da zona neutra superior e desce para 40, longe de sobrevenda, indicando espaço para mais queda. O MACD cruzou para venda e seu histograma entrou fortemente em terreno negativo, confirmando perda de momento comprador. A confluência aponta risco de continuação da correção, enquanto a venda seria contra a tendência principal. Portanto, o cenário atual não oferece relação risco/retorno atrativa nem sinal claro de reversão; o mais prudente é aguardar um novo padrão de alta ou retorno do momento comprador antes de posicionar-se.";2020_2_2;0
19;aguardar;0.00;0.00;0.00;O ativo segue em tendência de alta nos horizontes macro e secundário, porém encontra-se muito esticado: preço bem acima da MMS20, recente rompimento da banda superior de Bollinger e IFR ainda em sobrecompra (>70). Os dois últimos candles mostram correção com sombras superiores, indicando perda de força compradora. Apesar de o MACD continuar positivo, o histograma começa a reduzir, sugerindo desaceleração do momentum. Com essa confluência de sobreextensão, sobrecompra e sinais iniciais de pullback, a probabilidade favorece uma realização/ajuste até regiões de suporte (≈7,00–6,80 na MMS20) antes de nova oportunidade de compra. Portanto, o melhor neste momento é aguardar um recuo técnico para buscar relação risco/retorno mais favorável.;2020_2_23;0
20;comprar;6.46;7.20;6.00;"O ativo mantém topos e fundos ascendentes nos horizontes macro (6 meses) e secundário (3 meses); no curto prazo o preço retomou a alta após pullback, voltando a operar acima da MMS20, que apresenta inclinação positiva. O candle atual se aproxima da resistência em 6.45 (máxima histórica recente) e trabalha próximo à banda superior de Bollinger, porém sem sinal de sobrecompra – IFR em torno de 55, zona neutra. O MACD está negativo, mas o histograma reduz a amplitude, indicando perda de força vendedora e possível cruzamento de alta nas próximas sessões. A confluência de (i) tendência primária de alta, (ii) retomada do preço acima da média, (iii) IFR neutro e (iv) reversão de momento no MACD sugere entrada compradora condicionada ao rompimento da máxima recente (6.46). O stop abaixo do último fundo relevante (6.00) invalida a tese caso o ativo perca a estrutura de alta, enquanto o alvo em 7.20 projeta extensão de 1 ATR acima do topo, mantendo relação risco/retorno ≈ 1.5 : 1.";2020_2_9;0
21;vender;6.30;5.75;6.75;No curto prazo o ativo apresenta microtendência de baixa com topos e fundos descendentes. O preço rompeu e se mantém abaixo da MMS20, que perdeu inclinação, sinalizando enfraquecimento da tendência de alta de médio prazo. O MACD cruzou para baixo e o histograma está profundamente negativo, indicando manutenção do momentum vendedor. O RSI recuou da região de sobrecompra, ainda acima de 30, possibilitando espaço para quedas adicionais. O ativo trabalha junto à banda inferior de Bollinger, sem candle de reversão convincente, sugerindo continuidade da correção até o próximo suporte significativo em 5,75-6,00. A venda na perda da mínima recente (6,30) com stop acima da MMS20 (6,75) e alvo no suporte (5,75) oferece relação risco/retorno favorável e segue a confluência de sinais baixistas.;2020_3_1;0
22;aguardar;0.00;0.00;0.00;O gráfico diário mostra tendência macro ainda de alta, porém a secundária foi rompida e a micro-tendência é claramente de baixa após a forte correção das últimas semanas. O preço trabalha abaixo da MMS20, que começa a inclinar para baixo, indicando perda de força compradora. O MACD está negativo com linhas abertas para baixo, reforçando momento vendedor. Apesar disso, o preço acabou de reagir sobre a banda inferior de Bollinger e o IFR saiu da zona de sobrevenda (<30) para perto de 35, sugerindo apenas um pullback técnico e não uma reversão consistente. Com suporte imediato em 5,50 e resistências em 6,30 (máxima recente) e 6,90 (MMS20), o ativo encontra-se entre suporte forte e média descendente, configurando região de indefinição. A combinação de tendência de curto prazo negativa, momentum vendedor predominante e sinal de alívio de sobrevenda (sem confirmação de reversão) gera risco de falso rompimento em qualquer direção. Assim, o cenário favorece aguardar um sinal mais claro (ou rompimento consistente acima da MMS20 com MACD virando para compra, ou nova perda de 5,50 com consolidação do movimento de baixa) antes de assumir posição.;2020_3_15;0
23;aguardar;0.00;0.00;0.00;"O ativo apresenta: (1) tendência macro ainda positiva, porém a secundária e a micro apontam para baixa, com sequência de topos e fundos descendentes nas últimas 8-10 semanas; (2) preço abaixo da MMS20, que inclina-se para baixo, indicando pressão vendedora persistente; (3) MACD profundo em terreno negativo, sem sinal de cruzamento de alta, reforçando ausência de momento comprador; (4) IFR abaixo da linha de 40 e recentemente próximo da zona de sobrevenda (<30), mostrando fraqueza, mas sem divergência altista clara; (5) candles recentes testam a banda inferior de Bollinger e mantêm-se dentro dela, sugerindo mercado sobrevendido, mas não há gatilho de reversão (ex.: candle de força ou rompimento de resistência). Com a confluência de tendência predominante de baixa e ausência de sinal de pivot de alta ou rompimento de suporte, não há relação risco/retorno favorável nem confirmação de entrada. A melhor postura, portanto, é aguardar: vender apenas se ocorrer perda consistente do suporte em 4,75 – 4,70 ou comprar caso haja pivô de alta acima de 6,00 com MACD/IFR melhorando.";2020_3_22;0
24;aguardar;0.00;0.00;0.00;"O ativo segue em tendência macro e secundária de baixa, apesar de apresentar reação de curto prazo com topos e fundos ascendentes recentes. O preço acabou de retornar à região da MMS20, que ainda possui inclinação negativa, e opera no miolo das Bandas de Bollinger, sem sinal claro de rompimento de resistência (≈6,70–7,00). O MACD cruzou para compra, mas permanece abaixo da linha zero, indicando impulso apenas inicial; o IFR saiu da sobrevenda e está em terreno neutro, sem sobrecompra ou divergência forte. A confluência atual indica recuperação técnica dentro de um contexto maior de baixa, oferecendo relação risco/retorno pouco favorável; aguarda-se rompimento consistente da resistência ou nova estrutura de fundo ascendente para validar entrada.";2020_3_29;0
25;aguardar;0.00;0.00;0.00;"Tendência macro segue de alta, mas a secundária entrou em correção lateral entre 6,20 (suporte) e 7,30 (resistência). No curto prazo o preço trabalha levemente abaixo da MMS20 ainda inclinada para cima, indicando perda momentânea de tração compradora. MACD está negativo e abaixo da linha de sinal, sugerindo momentum baixista; RSI recuou da sobrecompra e oscila em torno de 45-50, sem atingir sobrevenda, reforçando cenário neutro. O preço encontra-se no miolo das Bandas de Bollinger, sem distorção de volatilidade. A falta de confluência clara entre força, tendência e momento torna o risco-retorno pouco atraente tanto para compras (pois ainda não há sinal de retomada) quanto para vendas (contrárias ao viés de alta de prazo maior). Assim, a melhor postura é esperar rompimento convincente de 7,30 para retomar compras ou nova aproximação/ reação em 6,20 para avaliar entrada com stop técnico curto.";2020_3_8;0
26;comprar;6.80;7.40;6.35;"Tendência macro lateral com leve viés altista; tendência secundária e micro em alta com topos e fundos ascendentes. O preço encontra-se acima da MMS20, que possui inclinação positiva. MACD mostra histograma e linhas em terreno positivo, com linha MACD acima da sinal, apontando momentum comprador. RSI em torno de 63, fora da zona de sobrecompra, sugerindo espaço para ganho adicional. O ativo transita entre a média e a banda superior das Bandas de Bollinger, sendo que a banda superior e a recente resistência coincidem em 7.40. A entrada no rompimento de 6.80 busca seguir a perna de alta; stop posicionado abaixo do último fundo relevante e da MMS20 em 6.35; alvo projetado na resistência/banda superior em 7.40, oferecendo relação risco/retorno favorável.";2020_4_12;0
27;comprar;7.30;8.00;6.80;"Preço acima da MMS20 com inclinação ascendente, formando topos e fundos ascendentes nas últimas semanas (micro-tendência de alta) e mantendo a estrutura de alta no panorama dos 6 meses. MACD cruzou para cima com histograma positivo, indicando aceleração de momento comprador. RSI em torno de 60, ainda fora de sobrecompra, mostrando espaço para avanço. Candles trabalham próximos à banda superior de Bollinger, sugerindo força compradora e possível rompimento da resistência recente em 7,40; próximo alvo técnico na máxima anterior em 8,00. Stop abaixo do último fundo relevante e da MMS20, em 6,80, preservando a relação risco/retorno (~1,4:1).";2020_4_19;0
28;comprar;7.55;8.30;6.64;"Preço forma topos e fundos ascendentes nos prazos macro e secundário e trabalha acima da MMS20 ascendente, caracterizando tendência de alta. MACD positivo com linha rápida sobre a lenta sustenta o momento comprador; histograma ainda acima de zero. RSI em torno de 65 aponta força, mas sem sobrecompra, abrindo espaço para continuidade. Cotação testa resistência em 7,50; o rompimento dessa faixa aciona o trade com alvo no topo anterior/próxima banda superior (~8,30). Stop abaixo do último fundo relevante e da MMS20 (6,64), nível que invalidaria a estrutura de alta. Relação risco/retorno aproximada de 2:1.";2020_4_26;0
29;aguardar;0.00;0.00;0.00;"O ativo apresenta tendência macro e secundária de baixa (topos e fundos descendentes após a máxima em 8,10), enquanto a microtendência das últimas semanas é de correção lateral após repique. O preço voltou a trabalhar abaixo da MMS20, que se encontra levemente inclinada para baixo, sinalizando perda de força compradora. Apesar disso, o MACD ainda exibe histograma positivo e linhas ascendentes, indicando que o momentum de alta recente não foi totalmente revertido. O IFR 14 está em zona neutra (~55), sem evidenciar sobrecompra ou sobrevenda, e as Bandas de Bollinger mostram o preço no miolo, longe de extremos, denotando ausência de distorção de volatilidade. Essa combinação de sinais contraditórios (price action e média sugerindo baixa, enquanto MACD ainda aponta alta moderada) não oferece vantagem estatística clara para entradas compradas ou vendidas no momento. Dessa forma, a atitude mais prudente é aguardar um sinal de confirmação: • Venda somente se perder o suporte recente em 6,10 – 6,00 com MACD virando para negativo; • Compra apenas se recuperar a MMS20 e romper 6,75 – 7,00 com aumento de volume e IFR acima de 60. Até lá, o risco de “falso rompimento” é elevado e o setup não apresenta relação risco/retorno favorável.";2020_4_5;0
30;aguardar;0.00;0.00;0.00;O ativo apresenta tendência de alta nos horizontes macro, secundário e de curto prazo (topos e fundos ascendentes e preço acima da MMS20 ascendente). Entretanto, o candle atual já trabalha muito próximo da banda superior de Bollinger e da zona de resistência em torno de 7,9/8,0, o que indica expansão de preço com risco de exaustão de curto prazo. O RSI está em patamar elevado (~67), ainda abaixo da sobrecompra, mas sem margem significativa para compras de curto prazo, enquanto o MACD permanece positivo porém com histograma diminuindo, sinalizando perda de momentum. A confluência desses fatores gera relação risco/retorno pouco atrativa para compras imediatas e não há sinal claro de reversão que justifique venda. Portanto, a melhor decisão, no momento, é aguardar um recuo até regiões de suporte (faixa 7,2–7,3 ou MMS20) ou um novo sinal de força (rompimento consistente acima de 8,0) para buscar entrada com gestão de risco favorável.;2020_5_10;0
31;aguardar;0.00;0.00;0.00;O ativo mantém tendência macro e secundária de alta, com topos e fundos ascendentes e preço acima da MMS20 inclinada para cima. Contudo, o candle mais recente marcou novo topo com longa sombra superior, indicando rejeição após esticamento além da banda superior de Bollinger, sugerindo possível correção ou lateralização. O RSI está próximo da zona de sobrecompra (~70), reforçando condição de mercado ‘esticado’, enquanto o MACD continua positivo, porém com histograma perdendo força. A confluência de sobre-extensão na banda, sinal de exaustão no candle e IFR elevado reduz a relação risco/retorno para entradas compradas imediatas e torna arriscada uma venda contra a tendência predominante. Assim, a probabilidade favorece aguardar pullback até suporte (região da MMS20/Bollinger média) ou novo sinal claro de força antes de posicionar-se.;2020_5_17;0
32;aguardar;0.00;0.00;0.00;O ativo apresenta tendência de alta em todos os prazos ‒ topos e fundos ascendentes, preço acima da MMS20 com forte inclinação positiva e MACD positivo. Contudo, o candle atual trabalha colado à banda superior de Bollinger após rali acelerado, o RSI encontra-se em sobrecompra (>70) e o histograma do MACD começa a perder força marginalmente, sugerindo possível desaceleração. A relação risco/retorno para novas compras é desfavorável neste patamar e a venda contraria a tendência predominante. Portanto, a estratégia mais prudente é aguardar um recuo até a região de suporte (faixa 8,0–8,3, próxima à MMS20) ou um novo padrão de continuação antes de entrar na operação.;2020_5_24;0
33;comprar;7.10;7.90;6.60;"O ativo mantém topos e fundos ascendentes, caracterizando tendência de alta no macro e no médio prazo. O recuo recente trouxe o preço para a região da MMS20, que segue inclinada para cima, funcionando como suporte dinâmico em torno de 7,0. O candle atual respeita essa zona e está no miolo das Bandas de Bollinger, típica área de pullback em tendência. MACD permanece acima da linha zero, sinalizando força compradora, ainda que com perda de ímpeto; RSI em torno de 55 indica espaço para nova pernada de alta sem sobrecompra. Há suporte forte em 6,8–7,0 e resistência nos 7,8–8,0. A compra em 7,10, com stop abaixo do suporte (6,60) e alvo no reteste do topo recente (7,90), oferece relação risco/retorno de aproximadamente 1,6:1, alinhada à direção predominante do mercado.";2020_5_3;0
34;comprar;8.90;9.60;8.30;"Tendência primária e secundária claramente de alta, com topos e fundos ascendentes; preço acima da MMS20 que segue inclinada para cima. Após correção pontual, o candle atual mostra retomada compradora ainda dentro da banda de Bollinger superior. IFR recuou da sobrecompra para ~60, abrindo espaço para novo impulso. MACD permanece positivo (acima da linha zero), validando o momento altista apesar do histograma em leve contração. A entrada no rompimento da máxima recente (≈8,90) busca continuação até a resistência na região de 9,60 (banda superior e topo anterior). Stop abaixo do último fundo e da MMS20 (≈8,30) preserva a estrutura de alta. Relação risco/retorno ≈1,1, compatível com operação de tendência.";2020_5_31;0
35;aguardar;0.00;0.00;0.00;A estrutura de preço mantém tendência macro e secundária de alta (topos e fundos ascendentes), porém a microtendência das últimas semanas é de correção. O preço, embora ainda acima da MMS20 ascendente, perdeu a banda superior de Bollinger e se aproxima da média, indicando possível continuação do pullback até suporte em 8,5–8,0. O IFR recuou de sobrecompra e encontra-se em faixa neutra (~40), sinalizando que ainda há espaço para queda antes de uma eventual zona de sobrevenda convincente. O MACD gerou cruzamento de baixa com histograma negativo, apontando enfraquecimento do momentum comprador. A confluência desses fatores sugere risco de entrar comprado antes de confirmação de suporte e, ao mesmo tempo, vender contra a tendência principal apresenta baixa relação risco/retorno. Portanto, o cenário mais prudente é aguardar sinal de exaustão da correção ou retomada de força compradora para posicionamento.;2020_6_14;0
